content,gender,userlevel,score,ticket
挺好的，感动人,0,1,9,0
我和我的祖国，一刻也不能分割～感动的点很多～张译太强了～,0,1,10,0
更多的是一份情怀，见证祖国的一步步发展,1,2,10,0
不错，带着爸妈去看的，很不错,2,2,10,0
七位导演，七个小故事，不同的情节，同一个情怀！,2,1,8,0
特别特别好看！！,2,2,10,0
情节太感人了啊啊,2,2,10,0
除了陈凯歌和陈飞宇是败笔，整场电影让我感觉很热血很带劲，全程无尿点。,2,2,7,1
不错非常喜欢,2,2,10,0
很热血，爱国热情被激起,0,2,10,0
有几个片段有点看不懂,2,3,10,0
整体还可以吧，就是有的片段不太连贯，有点违和感。,2,1,8,0
我和我的祖国好看。,2,1,10,0
哈哈哈哈不错,1,3,10,0
震撼，很好看,0,3,9,0
内容十分感人,0,1,10,0
七个故事体现出了国家民族的强大,1,2,10,0
超级超级超级好看,0,2,10,0
挺好的 真的 真的,1,2,10,0
我爱我的祖国，中国加油,0,3,10,0
很好看，很喜欢,0,2,10,0
我爱祖国，PS为龙哥打call,2,4,10,0
我爱你，祖国,1,1,10,0
很感人不不不错,1,1,10,0
她喜欢朱一龙，哈哈哈，这部电影还可以,0,3,8,0
熬到了零点 太棒了,1,4,10,0
还好吧，挺好的,0,1,7,1
两弹一星感人，其他一般般,0,2,5,1
不忘初心，牢记使命。,1,3,9,0
好看好看好看,0,2,9,0
好，，，，，。，,2,2,10,0
非常好看，每个片段都演绎得很感人,0,2,10,0
妙啊～hhh,0,2,10,0
主旋律电影，政治宣传意义大于艺术成就,0,2,6,1
情怀片。。。。。。,0,2,10,0
好。挺好。非要5个字吗？,1,1,10,0
祖国富强，人民幸福。,2,3,10,0
还行吧！有些故事看着挺无厘头的,2,3,8,0
很好看，感触很深的是前夜这段,1,1,10,0
为新中国加油！,0,1,9,0
国富民才强，有国才有家！,1,2,10,0
演员都很棒，魏晨好帅。,0,2,10,0
这部电影太棒了，尤其是那个研究核弹的，我太有感触了，都哭,2,1,10,0
和老公一起看的，特别震撼好看，祝福祖国越来越强大。,1,1,10,0
有点无聊 太长了,2,1,8,0
超级赞，很值得看,0,3,10,0
洗脑剧，太和谐,0,4,3,0
国庆看的，超级赞！！！！,0,1,10,0
振奋人心，愿祖国母亲更美好,1,2,9,0
主旋律大片  一次看7部电影  痛快,1,3,10,0
我只能书除了第一个故事打动我，其它的感觉一般,0,3,5,1
完美，非常有感觉,1,3,10,0
为祖国点赞,1,2,10,0
请爸爸妈妈姥姥姥爷去看的，好看，气氛渲染十分到位，以至于那几天，满脑子都是:我和我的祖国~哈哈,1,3,10,0
我和我的祖国，一刻也不能分割,0,1,10,0
很好看真不错,1,3,10,0
中国的伟大，人民的智慧,2,2,10,0
强烈推荐强烈推荐,0,3,10,0
让人热泪盈眶,2,1,10,0
挺好的挺好的真的很不错,0,3,9,0
7个故事，每个故事都很感人。,0,3,10,0
back啦JJcalled拖装修视频学习,0,2,10,0
非常感人，激人上进。,0,3,10,0
