City_ID,City_EN,City_CN,Country_code,Country_EN,Country_CN,Province_EN,Province_CN,Admin_ district_EN,Admin_ district_CN,Latitude,Longitude,AD_code,
CN101100703,yonghe,永和,CN,China,中国,shanxi,山西,linfen,临汾,36.760612,110.63128,141032,
CN101100704,xixian,隰县,CN,China,中国,shanxi,山西,linfen,临汾,36.692677,110.93581,141031,
CN101100705,daning,大宁,CN,China,中国,shanxi,山西,linfen,临汾,36.46383,110.75128,141030,
CN101100706,jixian,吉县,CN,China,中国,shanxi,山西,linfen,临汾,36.099354,110.68285,141028,
CN101100707,xiangfen,襄汾,CN,China,中国,shanxi,山西,linfen,临汾,35.87614,111.44293,141023,
CN101100708,puxian,蒲县,CN,China,中国,shanxi,山西,linfen,临汾,36.411682,111.09733,141033,
CN101100709,fenxi,汾西,CN,China,中国,shanxi,山西,linfen,临汾,36.65337,111.56302,141034,
CN101100710,hongtong,洪洞,CN,China,中国,shanxi,山西,linfen,临汾,36.25574,111.67369,141024,
CN101100711,huozhou,霍州,CN,China,中国,shanxi,山西,linfen,临汾,36.57202,111.72311,141082,
CN101100712,xiangning,乡宁,CN,China,中国,shanxi,山西,linfen,临汾,35.975403,110.85737,141029,
CN101100713,yicheng,翼城,CN,China,中国,shanxi,山西,linfen,临汾,35.73862,111.71351,141022,
CN101100714,houma,侯马,CN,China,中国,shanxi,山西,linfen,临汾,35.6203,111.37127,141081,
CN101100715,fushan,浮山,CN,China,中国,shanxi,山西,linfen,临汾,35.97136,111.85004,141027,
CN101100716,anze,安泽,CN,China,中国,shanxi,山西,linfen,临汾,36.14603,112.25137,141026,
CN101100717,guxian,古县,CN,China,中国,shanxi,山西,linfen,临汾,36.26855,111.920204,141025,
CN101100718,yaodou,尧都,CN,China,中国,shanxi,山西,linfen,临汾,36.080364,111.52294,141002,
CN101100801,yuncheng,运城,CN,China,中国,shanxi,山西,yuncheng,运城,35.022778,111.00396,"140801,140800",
CN101100802,linyi,临猗,CN,China,中国,shanxi,山西,yuncheng,运城,35.141884,110.77493,140821,
CN101100803,jishan,稷山,CN,China,中国,shanxi,山西,yuncheng,运城,35.60041,110.979,140824,
CN101100804,wanrong,万荣,CN,China,中国,shanxi,山西,yuncheng,运城,35.41704,110.84356,140822,
CN101100805,hejin,河津,CN,China,中国,shanxi,山西,yuncheng,运城,35.59715,110.710266,140882,
CN101100806,xinjiang,新绛,CN,China,中国,shanxi,山西,yuncheng,运城,35.613697,111.225204,140825,
CN101100807,jiangxian,绛县,CN,China,中国,shanxi,山西,yuncheng,运城,35.49045,111.57618,140826,
CN101100808,wenxi,闻喜,CN,China,中国,shanxi,山西,yuncheng,运城,35.35384,111.22031,140823,
CN101100809,yuanqu,垣曲,CN,China,中国,shanxi,山西,yuncheng,运城,35.298294,111.67099,140827,
CN101100810,yongji,永济,CN,China,中国,shanxi,山西,yuncheng,运城,34.865124,110.44798,140881,
CN101100811,ruicheng,芮城,CN,China,中国,shanxi,山西,yuncheng,运城,34.69477,110.69114,140830,
CN101100812,xiaxian,夏县,CN,China,中国,shanxi,山西,yuncheng,运城,35.14044,111.223175,140828,
CN101100813,pinglu,平陆,CN,China,中国,shanxi,山西,yuncheng,运城,34.837257,111.21238,140829,
CN101100814,yanhu,盐湖,CN,China,中国,shanxi,山西,yuncheng,运城,35.025642,111.000626,140802,
CN101100901,shuozhou,朔州,CN,China,中国,shanxi,山西,shuozhou,朔州,39.33126,112.43339,"140601,140600",
CN101100902,pinglu,平鲁,CN,China,中国,shanxi,山西,shuozhou,朔州,39.515602,112.29523,140603,
CN101100903,shanyin,山阴,CN,China,中国,shanxi,山西,shuozhou,朔州,39.52677,112.8164,140621,
CN101100904,youyu,右玉,CN,China,中国,shanxi,山西,shuozhou,朔州,39.98881,112.46559,140623,
CN101100905,yingxian,应县,CN,China,中国,shanxi,山西,shuozhou,朔州,39.55919,113.18751,140622,
CN101100906,huairen,怀仁,CN,China,中国,shanxi,山西,shuozhou,朔州,39.82079,113.10051,140624,
CN101100907,shuocheng,朔城,CN,China,中国,shanxi,山西,shuozhou,朔州,39.324524,112.42867,140602,
CN101101001,xinzhou,忻州,CN,China,中国,shanxi,山西,xinzhou,忻州,38.41769,112.733536,"140901,140900",
CN101101002,dingxiang,定襄,CN,China,中国,shanxi,山西,xinzhou,忻州,38.484947,112.963234,140921,
CN101101003,wutaixian,五台县,CN,China,中国,shanxi,山西,xinzhou,忻州,38.72571,113.25901,140922,
CN101101004,hequ,河曲,CN,China,中国,shanxi,山西,xinzhou,忻州,39.381893,111.14661,140930,
CN101101005,pianguan,偏关,CN,China,中国,shanxi,山西,xinzhou,忻州,39.442154,111.50048,140932,
CN101101006,shenchi,神池,CN,China,中国,shanxi,山西,xinzhou,忻州,39.088467,112.20044,140927,
CN101101007,ningwu,宁武,CN,China,中国,shanxi,山西,xinzhou,忻州,39.001717,112.30794,140925,
CN101101008,daixian,代县,CN,China,中国,shanxi,山西,xinzhou,忻州,39.06514,112.96252,140923,
CN101101009,fanshi,繁峙,CN,China,中国,shanxi,山西,xinzhou,忻州,39.188103,113.26771,140924,
CN101101010,wutaishan,五台山,CN,China,中国,shanxi,山西,xinzhou,忻州,38.96864,113.59073,140922,
CN101101011,bode,保德,CN,China,中国,shanxi,山西,xinzhou,忻州,39.022575,111.085686,140931,
CN101101012,jingle,静乐,CN,China,中国,shanxi,山西,xinzhou,忻州,38.355946,111.94023,140926,
CN101101013,kelan,岢岚,CN,China,中国,shanxi,山西,xinzhou,忻州,38.705624,111.56981,140929,
CN101101014,wuzhai,五寨,CN,China,中国,shanxi,山西,xinzhou,忻州,38.91276,111.84102,140928,
CN101101015,yuanping,原平,CN,China,中国,shanxi,山西,xinzhou,忻州,38.729187,112.713135,140981,
CN101101016,xinfu,忻府,CN,China,中国,shanxi,山西,xinzhou,忻州,38.417744,112.734116,140902,
CN101101100,lvliang,吕梁,CN,China,中国,shanxi,山西,lvliang,吕梁,37.524364,111.13434,"141101,141100",
CN101101101,lishi,离石,CN,China,中国,shanxi,山西,lvliang,吕梁,37.524036,111.13446,141102,
CN101101102,linxian,临县,CN,China,中国,shanxi,山西,lvliang,吕梁,37.960808,110.995964,141124,
CN101101103,xingxian,兴县,CN,China,中国,shanxi,山西,lvliang,吕梁,38.464134,111.12482,141123,
CN101101104,lanxian,岚县,CN,China,中国,shanxi,山西,lvliang,吕梁,38.278652,111.671555,141127,
CN101101105,liulin,柳林,CN,China,中国,shanxi,山西,lvliang,吕梁,37.431664,110.89613,141125,
CN101101106,shilou,石楼,CN,China,中国,shanxi,山西,lvliang,吕梁,36.999428,110.83712,141126,
CN101101107,fangshan,方山,CN,China,中国,shanxi,山西,lvliang,吕梁,37.89263,111.238884,141128,
CN101101108,jiaokou,交口,CN,China,中国,shanxi,山西,lvliang,吕梁,36.983067,111.18319,141130,
CN101101109,zhongyang,中阳,CN,China,中国,shanxi,山西,lvliang,吕梁,37.342052,111.19332,141129,
CN101101110,xiaoyi,孝义,CN,China,中国,shanxi,山西,lvliang,吕梁,37.144474,111.78157,141181,
CN101101111,fenyang,汾阳,CN,China,中国,shanxi,山西,lvliang,吕梁,37.267742,111.78527,141182,
CN101101112,wenshui,文水,CN,China,中国,shanxi,山西,lvliang,吕梁,37.436314,112.03259,141121,
CN101101113,jiaocheng,交城,CN,China,中国,shanxi,山西,lvliang,吕梁,37.555157,112.15916,141122,
CN101110101,xian,西安,CN,China,中国,shaanxi,陕西,xian,西安,34.26316,108.94802,"610101,610100,610000",
CN101110102,changan,长安,CN,China,中国,shaanxi,陕西,xian,西安,34.157097,108.94158,610116,
CN101110103,lintong,临潼,CN,China,中国,shaanxi,陕西,xian,西安,34.372066,109.21399,610115,
CN101110104,lantian,蓝田,CN,China,中国,shaanxi,陕西,xian,西安,34.15619,109.317635,610122,
CN101110105,zhouzhi,周至,CN,China,中国,shaanxi,陕西,xian,西安,34.161533,108.21647,610124,
CN101110106,huyi,鄠邑,CN,China,中国,shaanxi,陕西,xian,西安,34.10867,108.60738,610118,
CN101110107,gaoling,高陵,CN,China,中国,shaanxi,陕西,xian,西安,34.535065,109.0889,610117,
CN101110108,xincheng,新城,CN,China,中国,shaanxi,陕西,xian,西安,34.26927,108.9599,610102,
CN101110109,beilin,碑林,CN,China,中国,shaanxi,陕西,xian,西安,34.25106,108.94699,610103,
CN101110110,lianhu,莲湖,CN,China,中国,shaanxi,陕西,xian,西安,34.2656,108.9332,610104,
CN101110111,baqiao,灞桥,CN,China,中国,shaanxi,陕西,xian,西安,34.267452,109.06726,610111,
CN101110112,weiyang,未央,CN,China,中国,shaanxi,陕西,xian,西安,34.30823,108.94602,610112,
CN101110113,yanta,雁塔,CN,China,中国,shaanxi,陕西,xian,西安,34.21339,108.92659,610113,
CN101110114,yanliang,阎良,CN,China,中国,shaanxi,陕西,xian,西安,34.66214,109.22802,610114,
CN101110200,xianyang,咸阳,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.33344,108.70512,"610401,610400",
CN101110201,sanyuan,三原,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.613995,108.94348,610422,
CN101110202,liquan,礼泉,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.482582,108.428314,610425,
CN101110203,yongshou,永寿,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.69262,108.14313,610426,
CN101110204,chunhua,淳化,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.79797,108.58118,610430,
CN101110205,jingyang,泾阳,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.528492,108.83784,610423,
CN101110206,wugong,武功,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.25973,108.21286,610431,
CN101110207,qianxian,乾县,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.52726,108.247406,610424,
CN101110208,binxian,彬县,CN,China,中国,shaanxi,陕西,xianyang,咸阳,35.034233,108.08367,610427,
CN101110209,changwu,长武,CN,China,中国,shaanxi,陕西,xianyang,咸阳,35.206123,107.79584,610428,
CN101110210,xunyi,旬邑,CN,China,中国,shaanxi,陕西,xianyang,咸阳,35.112232,108.337234,610429,
CN101110211,xingping,兴平,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.297134,108.488495,610481,
CN101110212,qindou,秦都,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.3298,108.69864,610402,
CN101110213,weicheng,渭城,CN,China,中国,shaanxi,陕西,xianyang,咸阳,34.336845,108.73096,610404,
CN101110300,yanan,延安,CN,China,中国,shaanxi,陕西,yanan,延安,36.59654,109.49081,"610601,610600",
CN101110301,yanchang,延长,CN,China,中国,shaanxi,陕西,yanan,延安,36.578304,110.01296,610621,
CN101110302,yanchuan,延川,CN,China,中国,shaanxi,陕西,yanan,延安,36.882065,110.190315,610622,
CN101110303,zichang,子长,CN,China,中国,shaanxi,陕西,yanan,延安,37.14207,109.675964,610623,
CN101110304,yichuan,宜川,CN,China,中国,shaanxi,陕西,yanan,延安,36.050392,110.17554,610630,
CN101110305,fuxian,富县,CN,China,中国,shaanxi,陕西,yanan,延安,35.996494,109.38413,610628,
CN101110306,zhidan,志丹,CN,China,中国,shaanxi,陕西,yanan,延安,36.823032,108.7689,610625,
CN101110307,ansai,安塞,CN,China,中国,shaanxi,陕西,yanan,延安,36.86441,109.32534,610603,
CN101110308,ganquan,甘泉,CN,China,中国,shaanxi,陕西,yanan,延安,36.27773,109.34961,610627,
CN101110309,luochuan,洛川,CN,China,中国,shaanxi,陕西,yanan,延安,35.762135,109.435715,610629,
CN101110310,huangling,黄陵,CN,China,中国,shaanxi,陕西,yanan,延安,35.580166,109.26247,610632,
CN101110311,huanglong,黄龙,CN,China,中国,shaanxi,陕西,yanan,延安,35.583275,109.83502,610631,
CN101110312,wuqi,吴起,CN,China,中国,shaanxi,陕西,yanan,延安,36.92485,108.17698,610626,
CN101110313,baota,宝塔,CN,China,中国,shaanxi,陕西,yanan,延安,36.59629,109.49069,610602,
CN101110401,yulin,榆林,CN,China,中国,shaanxi,陕西,yulin,榆林,38.29016,109.741196,"610801,610800",
CN101110402,fugu,府谷,CN,China,中国,shaanxi,陕西,yulin,榆林,39.029243,111.06965,610822,
CN101110403,shenmu,神木,CN,China,中国,shaanxi,陕西,yulin,榆林,38.83564,110.497,610881,
CN101110404,jiaxian,佳县,CN,China,中国,shaanxi,陕西,yulin,榆林,38.0216,110.49337,610828,
CN101110405,dingbian,定边,CN,China,中国,shaanxi,陕西,yulin,榆林,37.59523,107.60128,610825,
CN101110406,jingbian,靖边,CN,China,中国,shaanxi,陕西,yulin,榆林,37.596085,108.80567,610824,
CN101110407,hengshan,横山,CN,China,中国,shaanxi,陕西,yulin,榆林,37.964046,109.292595,610803,
CN101110408,mizhi,米脂,CN,China,中国,shaanxi,陕西,yulin,榆林,37.759083,110.17868,610827,
CN101110409,zizhou,子洲,CN,China,中国,shaanxi,陕西,yulin,榆林,37.611572,110.03457,610831,
CN101110410,suide,绥德,CN,China,中国,shaanxi,陕西,yulin,榆林,37.5077,110.26537,610826,
CN101110411,wubu,吴堡,CN,China,中国,shaanxi,陕西,yulin,榆林,37.451923,110.73931,610829,
CN101110412,qingjian,清涧,CN,China,中国,shaanxi,陕西,yulin,榆林,37.087704,110.12146,610830,
CN101110413,yuyang,榆阳,CN,China,中国,shaanxi,陕西,yulin,榆林,38.299267,109.74791,610802,
CN101110501,weinan,渭南,CN,China,中国,shaanxi,陕西,weinan,渭南,34.499382,109.502884,"610501,610500",
CN101110503,tongguan,潼关,CN,China,中国,shaanxi,陕西,weinan,渭南,34.544514,110.24726,610522,
CN101110504,dali,大荔,CN,China,中国,shaanxi,陕西,weinan,渭南,34.79501,109.94312,610523,
CN101110505,baishui,白水,CN,China,中国,shaanxi,陕西,weinan,渭南,35.17729,109.59431,610527,
CN101110506,fuping,富平,CN,China,中国,shaanxi,陕西,weinan,渭南,34.746677,109.18717,610528,
CN101110507,pucheng,蒲城,CN,China,中国,shaanxi,陕西,weinan,渭南,34.956036,109.58965,610526,
CN101110508,chengcheng,澄城,CN,China,中国,shaanxi,陕西,weinan,渭南,35.184,109.93761,610525,
CN101110509,heyang,合阳,CN,China,中国,shaanxi,陕西,weinan,渭南,35.2371,110.14798,610524,
CN101110510,hancheng,韩城,CN,China,中国,shaanxi,陕西,weinan,渭南,35.47524,110.45239,610581,
CN101110511,huayin,华阴,CN,China,中国,shaanxi,陕西,weinan,渭南,34.565357,110.08952,610582,
CN101110512,linwei,临渭,CN,China,中国,shaanxi,陕西,weinan,渭南,34.50127,109.503296,610502,
CN101110513,huazhou,华州,CN,China,中国,shaanxi,陕西,weinan,渭南,34.51196,109.76141,610503,
CN101110601,shangluo,商洛,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.86832,109.93977,"611001,611000",
CN101110602,luonan,洛南,CN,China,中国,shaanxi,陕西,shangluo,商洛,34.0885,110.14571,611021,
CN101110603,zhashui,柞水,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.682774,109.11125,611026,
CN101110604,shangzhou,商州,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.86921,109.93768,611002,
CN101110605,zhenan,镇安,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.42398,109.15108,611025,
CN101110606,danfeng,丹凤,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.69471,110.33191,611022,
CN101110607,shangnan,商南,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.526367,110.88544,611023,
CN101110608,shanyang,山阳,CN,China,中国,shaanxi,陕西,shangluo,商洛,33.53041,109.88043,611024,
CN101110701,ankang,安康,CN,China,中国,shaanxi,陕西,ankang,安康,32.6903,109.029274,"610901,610900",
CN101110702,ziyang,紫阳,CN,China,中国,shaanxi,陕西,ankang,安康,32.520176,108.53779,610924,
CN101110703,shiquan,石泉,CN,China,中国,shaanxi,陕西,ankang,安康,33.038513,108.25051,610922,
CN101110704,hanyin,汉阴,CN,China,中国,shaanxi,陕西,ankang,安康,32.89112,108.51095,610921,
CN101110705,xunyang,旬阳,CN,China,中国,shaanxi,陕西,ankang,安康,32.83357,109.36815,610928,
CN101110706,langao,岚皋,CN,China,中国,shaanxi,陕西,ankang,安康,32.31069,108.900665,610925,
CN101110707,pingli,平利,CN,China,中国,shaanxi,陕西,ankang,安康,32.38793,109.36186,610926,
CN101110708,baihe,白河,CN,China,中国,shaanxi,陕西,ankang,安康,32.809483,110.11419,610929,
CN101110709,zhenping,镇坪,CN,China,中国,shaanxi,陕西,ankang,安康,31.883394,109.526436,610927,
CN101110710,ningshan,宁陕,CN,China,中国,shaanxi,陕西,ankang,安康,33.312183,108.31371,610923,
CN101110711,hanbin,汉滨,CN,China,中国,shaanxi,陕西,ankang,安康,32.69082,109.0291,610902,
CN101110801,hanzhong,汉中,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.077667,107.02862,"610701,610700",
CN101110802,lueyang,略阳,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.32964,106.1539,610727,
CN101110803,mianxian,勉县,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.155617,106.680176,610725,
CN101110804,liuba,留坝,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.61334,106.92438,610729,
CN101110805,yangxian,洋县,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.22328,107.549965,610723,
CN101110806,chenggu,城固,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.1531,107.32989,610722,
CN101110807,xixiang,西乡,CN,China,中国,shaanxi,陕西,hanzhong,汉中,32.98796,107.76586,610724,
CN101110808,fuoping,佛坪,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.520744,107.98858,610730,
CN101110809,ningqiang,宁强,CN,China,中国,shaanxi,陕西,hanzhong,汉中,32.830807,106.25739,610726,
CN101110810,nanzheng,南郑,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.00334,106.94239,610703,
CN101110811,zhenba,镇巴,CN,China,中国,shaanxi,陕西,hanzhong,汉中,32.535854,107.89531,610728,
CN101110812,hantai,汉台,CN,China,中国,shaanxi,陕西,hanzhong,汉中,33.077675,107.02824,610702,
CN101110901,baoji,宝鸡,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.369316,107.14487,"610301,610300",
CN101110902,weibin,渭滨,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.37101,107.14447,610302,
CN101110903,qianyang,千阳,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.642586,107.13299,610328,
CN101110904,linyou,麟游,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.677715,107.79661,610329,
CN101110905,qishan,岐山,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.44296,107.624466,610323,
CN101110906,fengxiang,凤翔,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.521667,107.40057,610322,
CN101110907,fufeng,扶风,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.375496,107.89142,610324,
CN101110908,meixian,眉县,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.272137,107.75237,610326,
CN101110909,taibai,太白,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.059216,107.316536,610331,
CN101110910,fengxian,凤县,CN,China,中国,shaanxi,陕西,baoji,宝鸡,33.912464,106.525215,610330,
CN101110911,longxian,陇县,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.89326,106.85706,610327,
CN101110912,chencang,陈仓,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.35275,107.383644,610304,
CN101110913,jintai,金台,CN,China,中国,shaanxi,陕西,baoji,宝鸡,34.37519,107.14994,610303,
CN101111001,tongchuan,铜川,CN,China,中国,shaanxi,陕西,tongchuan,铜川,34.91658,108.97961,"610201,610200",
CN101111003,yijun,宜君,CN,China,中国,shaanxi,陕西,tongchuan,铜川,35.398766,109.11828,610222,
CN101111004,yaozhou,耀州,CN,China,中国,shaanxi,陕西,tongchuan,铜川,34.910206,108.96254,610204,
CN101111005,wangyi,王益,CN,China,中国,shaanxi,陕西,tongchuan,铜川,35.0691,109.07586,610202,
CN101111006,yintai,印台,CN,China,中国,shaanxi,陕西,tongchuan,铜川,35.111927,109.100815,610203,
CN101111101,yangling,杨凌,CN,China,中国,shaanxi,陕西,yangling,杨凌,34.28,108.07,610403,
CN101111102,yangling,杨陵,CN,China,中国,shaanxi,陕西,yangling,杨凌,34.27135,108.08635,610403,
CN101120101,jinan,济南,CN,China,中国,shandong,山东,jinan,济南,36.675808,117.00092,"370101,370100,370000",
CN101120102,changqing,长清,CN,China,中国,shandong,山东,jinan,济南,36.56105,116.74588,370113,
CN101120103,shanghe,商河,CN,China,中国,shandong,山东,jinan,济南,37.310543,117.15637,370126,
CN101120104,zhangqiu,章丘,CN,China,中国,shandong,山东,jinan,济南,36.71209,117.54069,370114,
CN101120105,pingyin,平阴,CN,China,中国,shandong,山东,jinan,济南,36.286922,116.455055,370124,
CN101120106,jiyang,济阳,CN,China,中国,shandong,山东,jinan,济南,36.976772,117.17603,370125,
CN101120107,lixia,历下,CN,China,中国,shandong,山东,jinan,济南,36.66417,117.03862,370102,
CN101120108,shizhong,市中,CN,China,中国,shandong,山东,jinan,济南,36.657352,116.99898,370103,
CN101120109,huaiyin,槐荫,CN,China,中国,shandong,山东,jinan,济南,36.668205,116.94792,370104,
CN101120110,tianqiao,天桥,CN,China,中国,shandong,山东,jinan,济南,36.693375,116.996086,370105,
CN101120111,licheng,历城,CN,China,中国,shandong,山东,jinan,济南,36.681744,117.06374,370112,
CN101120201,qingdao,青岛,CN,China,中国,shandong,山东,qingdao,青岛,36.08298,120.35517,"370201,370200",
CN101120202,laoshan,崂山,CN,China,中国,shandong,山东,qingdao,青岛,36.10257,120.46739,370212,
CN101120203,shinan,市南,CN,China,中国,shandong,山东,qingdao,青岛,36.070892,120.395966,370202,
CN101120204,jimo,即墨,CN,China,中国,shandong,山东,qingdao,青岛,36.390846,120.44735,370282,
CN101120205,jiaozhou,胶州,CN,China,中国,shandong,山东,qingdao,青岛,36.285877,120.0062,370281,
CN101120206,huangdao,黄岛,CN,China,中国,shandong,山东,qingdao,青岛,35.875137,119.99552,370211,
CN101120207,laixi,莱西,CN,China,中国,shandong,山东,qingdao,青岛,36.86509,120.52622,370285,
CN101120208,pingdu,平度,CN,China,中国,shandong,山东,qingdao,青岛,36.78883,119.959015,370283,
CN101120209,shibei,市北,CN,China,中国,shandong,山东,qingdao,青岛,36.08382,120.35503,370203,
CN101120210,licang,李沧,CN,China,中国,shandong,山东,qingdao,青岛,36.160023,120.421234,370213,
CN101120211,chengyang,城阳,CN,China,中国,shandong,山东,qingdao,青岛,36.30683,120.38914,370214,
CN101120301,zibo,淄博,CN,China,中国,shandong,山东,zibo,淄博,36.814938,118.047646,"370301,370300",
CN101120302,zichuan,淄川,CN,China,中国,shandong,山东,zibo,淄博,36.64727,117.9677,370302,
CN101120303,boshan,博山,CN,China,中国,shandong,山东,zibo,淄博,36.497566,117.85823,370304,
CN101120304,gaoqing,高青,CN,China,中国,shandong,山东,zibo,淄博,37.169582,117.82984,370322,
CN101120305,zhoucun,周村,CN,China,中国,shandong,山东,zibo,淄博,36.8037,117.851036,370306,
CN101120306,yiyuan,沂源,CN,China,中国,shandong,山东,zibo,淄博,36.186283,118.16616,370323,
CN101120307,huantai,桓台,CN,China,中国,shandong,山东,zibo,淄博,36.959774,118.101555,370321,
CN101120308,linzi,临淄,CN,China,中国,shandong,山东,zibo,淄博,36.816658,118.306015,370305,
CN101120309,zhangdian,张店,CN,China,中国,shandong,山东,zibo,淄博,36.80705,118.05352,370303,
CN101120401,dezhou,德州,CN,China,中国,shandong,山东,dezhou,德州,37.453968,116.30743,"371401,371400",
CN101120402,wucheng,武城,CN,China,中国,shandong,山东,dezhou,德州,37.209526,116.07863,371428,
CN101120403,linyi,临邑,CN,China,中国,shandong,山东,dezhou,德州,37.192043,116.86703,371424,
CN101120404,lingxian,陵县,CN,China,中国,shandong,山东,dezhou,德州,37.334652,116.56899,371403,
CN101120405,qihe,齐河,CN,China,中国,shandong,山东,dezhou,德州,36.795498,116.75839,371425,
CN101120406,leling,乐陵,CN,China,中国,shandong,山东,dezhou,德州,37.729115,117.21666,371481,
CN101120407,qingyun,庆云,CN,China,中国,shandong,山东,dezhou,德州,37.777725,117.39051,371423,
CN101120408,pingyuan,平原,CN,China,中国,shandong,山东,dezhou,德州,37.164467,116.43391,371426,
CN101120409,ningjin,宁津,CN,China,中国,shandong,山东,dezhou,德州,37.64962,116.79372,371422,
CN101120410,xiajin,夏津,CN,China,中国,shandong,山东,dezhou,德州,36.9505,116.003815,371427,
CN101120411,yucheng,禹城,CN,China,中国,shandong,山东,dezhou,德州,36.934486,116.642555,371482,
CN101120412,decheng,德城,CN,China,中国,shandong,山东,dezhou,德州,37.453922,116.307076,371402,
CN101120413,lingcheng,陵城,CN,China,中国,shandong,山东,dezhou,德州,37.332848,116.57493,371403,
CN101120501,yantai,烟台,CN,China,中国,shandong,山东,yantai,烟台,37.539295,121.39138,"370601,370600",
CN101120502,laizhou,莱州,CN,China,中国,shandong,山东,yantai,烟台,37.182724,119.94214,370683,
CN101120503,changdao,长岛,CN,China,中国,shandong,山东,yantai,烟台,37.916195,120.73834,370634,
CN101120504,penglai,蓬莱,CN,China,中国,shandong,山东,yantai,烟台,37.81117,120.76269,370684,
CN101120505,longkou,龙口,CN,China,中国,shandong,山东,yantai,烟台,37.648445,120.52833,370681,
CN101120506,zhaoyuan,招远,CN,China,中国,shandong,山东,yantai,烟台,37.364918,120.403145,370685,
CN101120507,qixia,栖霞,CN,China,中国,shandong,山东,yantai,烟台,37.305855,120.8341,370686,
CN101120508,fushan,福山,CN,China,中国,shandong,山东,yantai,烟台,37.496876,121.26474,370611,
CN101120509,moup,牟平,CN,China,中国,shandong,山东,yantai,烟台,37.388355,121.60151,370612,
CN101120510,laiyang,莱阳,CN,China,中国,shandong,山东,yantai,烟台,36.977036,120.71115,370682,
CN101120511,haiyang,海阳,CN,China,中国,shandong,山东,yantai,烟台,36.78066,121.16839,370687,
CN101120512,zhifu,芝罘,CN,China,中国,shandong,山东,yantai,烟台,37.540924,121.38588,370602,
CN101120513,laishan,莱山,CN,China,中国,shandong,山东,yantai,烟台,37.47355,121.44887,370613,
CN101120601,weifang,潍坊,CN,China,中国,shandong,山东,weifang,潍坊,36.70925,119.10708,"370701,370700",
CN101120602,qingzhou,青州,CN,China,中国,shandong,山东,weifang,潍坊,36.697857,118.484695,370781,
CN101120603,shouguang,寿光,CN,China,中国,shandong,山东,weifang,潍坊,36.874413,118.73645,370783,
CN101120604,linqu,临朐,CN,China,中国,shandong,山东,weifang,潍坊,36.516373,118.53988,370724,
CN101120605,changle,昌乐,CN,China,中国,shandong,山东,weifang,潍坊,36.703255,118.84,370725,
CN101120606,changyi,昌邑,CN,China,中国,shandong,山东,weifang,潍坊,36.85494,119.3945,370786,
CN101120607,anqiu,安丘,CN,China,中国,shandong,山东,weifang,潍坊,36.427418,119.20689,370784,
CN101120608,gaomi,高密,CN,China,中国,shandong,山东,weifang,潍坊,36.37754,119.757034,370785,
CN101120609,zhucheng,诸城,CN,China,中国,shandong,山东,weifang,潍坊,35.997093,119.40318,370782,
CN101120610,weicheng,潍城,CN,China,中国,shandong,山东,weifang,潍坊,36.71006,119.10378,370702,
CN101120611,hanting,寒亭,CN,China,中国,shandong,山东,weifang,潍坊,36.772102,119.20786,370703,
CN101120612,fangzi,坊子,CN,China,中国,shandong,山东,weifang,潍坊,36.654617,119.16633,370704,
CN101120613,kuiwen,奎文,CN,China,中国,shandong,山东,weifang,潍坊,36.709496,119.13736,370705,
CN101120701,jining,济宁,CN,China,中国,shandong,山东,jining,济宁,35.415394,116.58724,"370801,370800",
