,sister_comment
622,回复@微博抽奖平台:我感觉是我 我太走心了 
623,有一说一 能折现吗 
624,小号偷偷来一下 
625,回复@超不二王: 
626,回复@朴博文_lion:通俗易懂 
627,回复@微博抽奖平台:代入感太强 我已经在用杜杜送我的99盒了  
628,回复@甜甜小酒酿:干嘛？想吹气球啊 
629,回复@微博抽奖平台:中的人开个直播说一下感想呗 
630,一人中奖，全村共享 
631,哈哈，一年一do 
632,回复@锦鲤仙子yu:艹TM 
633,回复@酷成小猫咪:终于轮到我了 
634,这要摆地摊吧 
635,回复@花朝望月:变着说法其实自己想要。 
636,回复@Best-Bonnie:你和你姐妹们把它用完那得弄湿多少床单被罩啊？？？ 
637,回复@草莓味啵乐乐草莓:哈哈哈哈哈哈哈哈哈哈 
638,回复@momimfine: 
639,回复@微博抽奖平台:姐们需要。 
640,我想要 
641,回复@rippleyao:没办法，杜蕾斯估计一年就这么两三次可以增加销售额了～ 
642,回复@橙纸心xream:我看不懂呀 
643,回复@无趣泡面:鹊鹊儿 
644,回复@独孤函睿的幻想乡:明白，这就去买杜蕾斯 
645,回复@微博抽奖平台:我需要 
646,我倒要看看是那个幸运鹅 
647,回复@微博抽奖平台:兄弟需要 
648,回复@窭人子:织女好幸福 
649,回复@喬凌珊:能中就去卖，卖t 
650,哇哦 
651,回复@收收收吧:你是个憨憨，等我来过两天给你讲解 
652,@木子栗女孩  
653,回复@Corabella_:刚看到 现在还来得及吗 
654,回复@半夜偷你星星:我也是姐妹需要 
655,回复@权志龙今天更爱我:呜呼，那么你多久没有xsh了看这玩意儿 
656,虽然用不上我就试试运气 
657,你就是贪图99个气球 
658,回复@微博抽奖平台:直播吹气球 
659,回复@微博抽奖平台:我的我的 
660,回复@茕茕向南:哈哈哈哈哈哈哈 
661,回复@bless_Lily:？？？？？ 
662,回复@废话再多也没我多:拒绝 
663,99盒？天长地久？ 
664,回复@·阿蕾:是啊 
665,回复@有辱诗文:你这秒懂不太好吧 
666,回复@温柔的佳啊啊啊:哈哈哈哈哈哈哈哈哈你连这个都想抽 
667,回复@野原最爱新之助:那你不得天天运动了 
668,回复@十分钟好人丶:嘿嘿 
669,回复@爱玩也认真:阿巴阿巴 
670,回复@微博抽奖平台:99盒我可以一个星期用完 用完我再买99盒 
671,回复@zzbzah: 
672,天长地久有时尽 
673,回复@DreamAndU_cyy:没关系，咱俩还有下一个七夕让我的鹊儿等一等 
674,回复@丿XYYYYYY:哈哈哈哈哈哈你可以转发 
675,回复@一条腿的章鱼:迎合这个场景，我猜是小鸡鸡 
676,凑一脚 
677, 
678,回复@送送送吧:哈哈哈哈   说实话  我也没懂  这个鹤鹤是啥  难道是青蛙孤寡的对家蛮  不孤 
679,回复@lumos-77:什么叫鹊鹊等久一点呢 
680,回复@守护全世界最好的春日野穹:锦鲤快转发 
681,回复@戴佩V:好嗨呦 
682,回复@微博抽奖平台:如果中了能给分一个对象吗？ 
683,牛逼 
684,回复@小号变大号:乖啦摸摸 
685,回复@微博抽奖平台:1111111111抽我抽我 
686,收到了的话 我给大伙儿们直播 
687,回复@南宫贰捌:woc哈哈哈哈哈哈哈 
688,回复@funkyaaa:你有男朋友 不必 
689,我就是想看看 我有没有这个运气 
690,回复@微博抽奖平台:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 
691,回复@小苗今天也很开心鸭:姐姐这是啥 
692,我发誓 我转这条微博没有别的想法 我单纯的就是好奇这玩意儿长什么样子 
693,也没啥不好意思的 毕竟我这是小号 
694,呵呵呵 
695,哈哈哈哈//@淘宝:孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡 
696,回复@不如吃火锅呀: 
697,回复@小蝴蝶_我上学啦:磕学家本人了 
698, 
699,不会我中了吧 
700,回复@Fine0-0:中尼玛个头都不转 
701,回复@微博抽奖平台:啊哈 
702,回复@我什么时候可以中大奖:99盒大奖就是你 集美用不完分我几盒 我马上要用到了 
703,回复@微博抽奖平台:实不相瞒我很快要用到了 拜托拜托🙏🏻 
704,啊哇哇哇 今年要一百杜 
705,@十九路遥 草！第一次这么想要byt 
706,这么多我用不完啊 
707,回复@爱吃白萝卜的鱼:也不是不可以哈哈哈哈哈哈 
708,回复@一只阿瑄_:三个人给我发了这个 请问大家对我有什么看法？ 
709,回复@_九秒五时:滚哪 
710,回复@一城二城杀阡陌:呜呜呜我没看到昨天微博消息 mua爱你 
711,回复@蓝雨衣黄头盔的小汤圆:孤寡孤寡 
712,回复@微博抽奖平台:就中奖绝缘体来了 
713,回复@微博抽奖平台:咳咳 
714,中了我就…… 
715,好的 
716,回复@阿阿瀚:内涵了 
717,回复@微博抽奖平台:先恭喜这个B，用不完送我两盒，还没用过杜蕾斯 
718,回复@微博抽奖平台:我我我我 
719,回复@Winnie维尼嘉:哈哈哈哈哈哈99盒 
720,回复@柃柃森:雀雀不休息 
721,回复@微博抽奖平台:来吧来吧 
722,回复@闫玫如:擦 
723,回复@-WFernweh:好隐晦，我读了好几遍。 
724,回复@微博抽奖平台:抽我！！！ 
725,回复@微博抽奖平台:实不相瞒，我需要 
726,回复@-田田田田田田mua:老子搞个空气吗难道 
727,再转发一条 
728,回复@十二点睡i: 
729,来了老弟 
730,回复@二月不中二:怎么算的。没太懂 
731,回复@杜蕾斯官方微博:快，送我老公 
732,回复@我才不想掉头发:想要 
733,回复@哲哲看呢看呢看: 
734,回复@暖香橙色:一贯的水准 
735,回复@微博抽奖平台:我姐妹很需要 
736,回复@六无盐:哈哈哈哈哈哈哈哈哈哈我的妈呀 
737,中中中 
738,回复@你会秃头哎:？？？ 
739,冲 
740, 
741,回复@微博抽奖平台:我要给我九十九个姐妹一人送一盒！！！ 
742,回复@微博抽奖平台:哈哈哈，说到做到啊 
743,咳咳 
744,回复@王于天天天天:大明宫西真难住！ 
745,回复@效力瑕疵:太多了吧 
746,回复@是涵涵也可以是憨憨但不是汉汉_:？我好像看懂了 
747,回复 @QsBiscuit:咋的用不完啊 
748,回复@_妖精小九:你不会让我把🐤寄过去吧 
749, 
750,哈哈哈//@杜蕾斯官方微博:一开口就有声儿了！//@你胡爷:qioqioer！ 
751,哈哈哈//@12Jujube:杜也成了计量单位了//@窭人子:一年一杜会不会太惨 
752,行，我来了说不定能用上呢 
753,回复@杜蕾斯官方微博:看看我 我需要 
754,喜欢！！ 
755, 
756,我男朋友说他想要 
757,回复@是你的小阿来呀:来来 
758,连战十八九年 
759,回复@无责任制幻想image: 
760,回复@爱吟诗的朋友:哈哈哈哈哈好像是的呢 你喜欢哪个呢 
761,回复@王子异的下颚线:哈哈哈哈！已买 
762,也许 
763,回复@迪迪迪开飞机:是，我有个姐妹…她想 
764,回复@半夜偷你星星:真的是姐妹吗 
765,回复@QiBetty:什么意思啊 
766,回复@周木子_啦:哈哈哈哈哈 我日 才看到 
767,我想 
768,回复@酸奶一级爱好者:这转发量，我转了 
769,回复@微博抽奖平台:我姐妹太需要了 
770,回复@不关白帆:是的呢 
771,回复@樱桃嘟酱:下次一定 
772,回复@一北ng:不 我只是想提醒你 你没有用杜蕾斯的机会 也没有买杜蕾斯的钱 
773,回复@微博抽奖平台:等你开奖！！ 
774,回复@qzuser66202869:🙉 
775,回复@琳平凡菇凉:持久保湿吗 
