,sister_comment
581,听说你因为搞内涵文案 被罚了81万 
582,哈哈哈哈哈哈杜蕾斯的广告真的绝了 
583,回复@辣椒油辣椒叶:我又快又持久不是吗 
584,回复@其实并不难的丹丹:服了 
585,回复@辣椒油辣椒叶: 
586,上回三秒 这会三下 天 不是这样的 
587,回复@曲奇饼干烧仙草:可以是可以，我顶不住啊 
588,回复@一只特立独行的喵O_e:？ 
589,回复@復失:说我比5G还快！ 
590,回复@最后一口芒果哦:可能 
591,回复@妙蛙粽子z:绝了 
592,回复@可可西里的无人区: 
593,回复@孙妹妹u: 
594,回复@帝君玲珑骰子安红豆:哈哈哈现在都蹭热度成这样了吗 
595,回复@不爱吃糯米团的vv:我语文是体育老师教的  你说啥我都能看懂  zzzzz 
596,回复@Joyce的白日幻想:妈的不是12么 怎么是个杜蕾斯 
597,回复@BornStubborn5:抄袭，不配 
598,回复@嘚滴嘚滴的:ntmd 
599,回复@不爱吃糯米团的vv:你有这功能？ 
600,回复@今天小南瓜减肥了吗:你别惹我 
601,回复@小小璐的大大冯L:他的文案真的绝了 
602,回复@嘚滴嘚滴的:jnm 
603,回复@不爱吃糯米团的vv:你记错人了吧  你和谁弄来 
604,回复@夷陵小绿茶小嗲精:🐂 
605,回复@嘚滴嘚滴的:秒啊 
606,回复@不爱吃糯米团的vv:我秒不秒你不知道？ 
607,回复@嘚滴嘚滴的:你秒 
608,回复@不爱吃糯米团的vv:你别晃啊你  一晃就一个小时 我等的花都谢了 
609,回复@木瓜集装箱呢:完了！一下子没看住 
610,回复@微微微微辣谢谢:是iPhone12 
611,回复@或者或者可以吧:神经 
612,回复@嘚滴嘚滴的:我的意思就是你好好学学，别不到一分钟 
613,回复@不爱吃糯米团的vv:我看好了 咱俩回去就试试 
614,@丁丁橙橙橙 傻了 
615,回复@青木柚春:哈哈哈哈哈哈哈 
616,回复@强壮的打火机:文案今天加鸡腿 
617,回复@李小狮_:慢和久是两个概念 
618,回复@呉什么:……昂 
619,回复@菜真香啊:一个半小时的我还要慢吗 
620,回复 @成功牵手林杨:哈哈哈哈哈 
621,哈哈 
622,回复@你才胖胖捏:没有啊 昨天的热搜 只是给你看看文案，你之前不是提过 还关注过 
623,回复@绝对不应期-: 
624,@做一头座头鲸 
625,回复@黑脸晴晴晴晴晴:我不！我就要快！猛烈的撞击 
626,回复@香蕉你个布囊囊:确实第一个和饿了吗合作不太合适 ¡评论配图 
627,回复@Aghzzzzz:注意言辞 
628,哈哈哈哈，不愧是弄潮儿 
629,哈哈 
630,回复@那天是霜降_:快慢任意切换 
631,回复@大家好ssz:哈哈哈哈哈哈哈好狠 
632,回复@崔不吃x:你找死吗 
633,回复@现在去找你哦:哈哈哈 收到收到 
634,回复@荧鹿: 
635,回复@大眼袋Angela:@Yunnner_ 
636,回复@HaooaHHaooaH:哼💢 
637,回复@积极废人Lemon:他今天赔钱了 
638,回复@可甜可甜了呐_:😂😂😂😂 
639,回复@大家好ssz: 
640,回复@万事顺遂580:你lw了 
641,回复@何妨少年狂:嗯？我们称之为配件 
642,@大家好ssz 
643,回复@我只会高数:？？？我不慢？ 
644,回复@不用再陪你熬夜了:老子！！ 
645,大爱杜蕾斯 
646,回复@范饭房子:然后早上文案上热搜，晚上得罚款上热搜，真捏太好笑了 
647,回复@PINKCHANnee_:看到了 
648,回复 @成功牵手林杨:所以咱以后就只用杜蕾斯 
649,回复@-tyuanyuan:哈哈哈哈哈哈哈哈哈哈哈哈哈哈 
650,@0620stanna 
651,回复@话痨洛:这层我要笑炸裂了哈哈哈哈哈哈哈哈 
652,回复@肌肉猛男十三: 
653,回复@不用再陪你熬夜了:我觉得多浪漫的他的文案 我看了他们说的杰士邦 确实不行 
654,回复@拿盒甜甜圈嘛-:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 
655,回复@Smiling尚好的青春:哈哈哈 
656,你点赞的很猥琐 
657,回复@取个名字好麻烦___: 
658,回复@番茄配吐司:我不信除非让我试试 
659,回复@一头大海星:😂 😂 😂 😂 😂 
660,回复@给你颗软糖吃啊:我觉得也是 
661,回复@丫头也有梦想:分的好，他说这话说明他已经是n把手了 
662,回复@盲人节:？？？你在暗示什么 
663,回复@-禾白少二:噗哈哈哈哈哈哈哈哈 有内味了 
664,可能有的人阳痿，看到你的广告心里难受了 所以找麻烦。哈哈哈哈哈哈 
665,@你说的无能的男人 
666,回复@LemonTree大坏蛋:啧啧啧 
667,回复@Aiyamamanei:杜蕾斯总会给我们意想不到的惊喜 
668, 
669,回复@刘刘泓呈:慢 
670,回复@落竹欲:看过了大姐 
671,回复@姜百慧是臭猪:只有文案牛批？杜蕾斯不牛批么？ 
672,@咚咚咚咚哐-  
673,对不起，我这里只有2G信号📶 
674,回复@Erfan_iliham:不行 
675,回复@海的小女:淦 ¡评论配图 
676, 
677,文案
678,回复@是金秘书:噗，怎么哪都有你 
679,回复@OLDYANG杨老穷:卧槽…这位大哥太直白了。我…… 
680,听说你们太内涵被罚款了 
681,回复@今天要搬哪块砖_rrrrrr:？还不持久 
682,听说杜杜内涵被罚钱了，心疼杜杜一波 
683, 
684,回复@BornStubborn5:嗯？抄热评？ 
685,回复@muradill27:没有下次 
686,回复@辞北也贺千山:绝了哈哈哈哈 
687,回复@杜蕾斯官方微博:我也需要点配件 
688,回复@爱喝没有气的可乐: 
689,转发微博 
690,回复@我喜欢吃比较硬的饭:不好用 
691,回复@赵滕美子: 
692,回复@一只猪腿子:读书少语文差，谢谢漂亮妹子 
693,回复@原香呀:绝了 
694,回复@小牟同学身体健康万事如意:被罚81万！你快看看！ 
695,回复@缄默森:你会被网警抓的 
696,你们的手机卡放进去还拿出来吗 
697,回复@iBingo:这层更好笑哈哈哈哈哈@想喝奶茶了吗_ 
698,回复@杜蕾斯官方微博:@星星跌入你眼里 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 
699,回复@饕12138:爬 🐶 
700,回复@零下三度的奶盖:有点东西 
701,回复 @成功牵手林杨:咱看完没多久，它就因为这个广告被罚了81万 
702,回复@老乡鸡:铁粉，啧啧啧啧 
703,回复@我这次没迷路:这都可以？？？ 
704,好家伙，被罚款81万 
705,回复@一只無趣猪:你是说我快咯 
706,哈哈哈，问下，81万能让我慢几秒 
707,回复@小璇儿Max:哪里被罚 
708,回复@人间小乖猫:我够慢嘛 
709,回复@ssrlytt:妈的怎么没有你 
710,回复@明尼苏打是creep: 
711,回复@绵绵绵绵绵绵拖:啊这 
712,回复@Nouuuuus: 
713,你贴上持久俩字我都不好意思用了 
714,防微杜渐 
715,回复@v是晓宇哦:被罚了惨兮兮 
716,墙都不扶就扶你 
717,回复@书芳寨的小蜜蜂:我看了 
718,回复@野蛮生长的反派角色:👏👏👏👏 
719,真不错，文案。 
720,回复@keneshiro:哦哦哦 
721,回复@小璇儿Max:就买这个牌子 
722,回复@别去管陈词乱话:哈哈哈哈哈哈 
723,🐂 
724,回复@啾咪啾咪啾咪鱼:这里领？ 
725,回复@沿途292:我还在  所以不晚 
726,回复@hhoolie:略略略才没有呢，哼！明明是中午12点 
727,回复@luLu-Wjgfd:来 
728, 
729,回复@Sane19:아놔 
730,回复@老子爱喝冰可乐:就喜欢你这样的 
731,这都算低俗？这都要罚钱？这班人是从清朝穿越过来的吗？ 
732,@救命改不了名 
733,掏空樊震宇计划 
734,慢下来，说的是时间还是频率 
735,回复@精神分裂症早期:这感觉是怎么样的？有人说很疼 
736,回复@Damdong_7:我服 
737,回复@gg-Rich:妈耶 
738,下期文案不是你写的我不看了//@资深配件测试员leungeuro:“配件，也很重要” 
739,回复@leungeuro:听懂掌声👏 
740,正直  也要圆滑 
741,@吴镇宇济宁分宇 
742,回复@话痨洛:@晟澄不上秤 
743,回复@维他橙R:厉害了，然后被罚款了 
744,好惨啊你 这也被罚 
745,回复@杜蕾斯官方微博:寄出去他一个人怎么用？ 
746,回复@精神分裂症早期:23年了 
747,回复@不怎么玩的用户:这，女优可以吧 
748, 
749,回复@WN-Yan年:被罚款81万 
750,回复@杜蕾斯官方微博:那不堵住吗？ 
751,回复@爱瑞思拜:不懂，虽然知道是车，但是没整明白是什么车 
752,回复@话痨洛:哈哈哈哈姐妹被围观了 
753,回复@饱饱睡:牛 
754,回复@你们的库里弟弟:🐂 
755,回复@dang的光芒四射:都是网恋吧 
756,回复@啵唧一只酱板鸭:你来 
757,因为这个广告 杜蕾斯被罚款了80万 
758,回复@立立立立立立立立立立立立立:买它干啥，又没鸡鸡 
759,回复@你不知道u:我争当2G 
760,18万 
761,回复@飞不了的鴿子-:？？？？ 
762,回复@我是你的恩啊:干嘛 你又用不到 你用的是👋套 
763,回复@名前biubiubiu:没潮过 
764,你家的质量不行啊都搞破两次了！ 
765,回复@不知名小髙-:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 
766,回复@我不是嘉嘉啊:我直接没有信号 
767,回复@iBingo:@皮卡丘的饲养员 
768,@宣宣宣宣宣宣宣宣宣宣宣宣 宣传鬼才 
769,回复@何理-Hero: 
770,回复@的的他老妈:123结束 
771,心疼小杜 
772,杜蕾斯因内涵广告被罚81万~~~这广告费  值了 
773,回复@敷敷什么时候才能不丑: 
774,回复@是土土呀:紧跟时事 
775,回复@讲给可爱的我:啊？ 
776,转发微博 
777,回复@心狠手辣丁某:哈哈哈哈哈哈哈哈 
778,回复@玛利亚伏特加少女: 
779,81万，广告费值了 
780,回复@--xxxiHhh_:一起慢慢来 
781,安排？ 
782,不仅要满，还要持久滋润 
783,回复@来自客家的雨花石:骗人入赌，全家入土🙏 
784,回复@leungeuro:下次的文案一定看你 
785,回复@MC_小黄:什么感觉 
786,回复@HyokoMe:就这？ 
787,回复@池十汇道:？？？ 
788,回复@挂住你别想跑:已经看到了 
789,回复@甜甜的宝宝吖:猪猪 
790,@西瓜不懂大海甜  
791,回复@leungeuro:@辞北也贺千山 官方来了哈哈哈哈 
792,回复@Jasmine养到金毛了吗: 
793,回复@kwonLimGua:杜蕾斯回复说要给他寄配件了hhhhhhhhhh 
794,回复@可乐气泡咕嘟咕嘟咕嘟:来了来了 
795,回复@leungeuro:@可乐气泡咕嘟咕嘟咕嘟 什么意思啊 
796,回复@暮柳:对✓ 
797,回复@kwonLimGua:所以爱会消失对不对 
798,414414 
799,回复@kwonLimGua:你为什么不回复我一下 
800,回复@kwonLimGua:你这样会显得我很凄惨 
801,回复@一只喜欢史迪仔的皮卡丘:嘶 
802,回复@kwonLimGua:举报了 
803,回复@kwonLimGua:还不到九点，稍微收敛点吧，也不能刚上班就玩手机吧 
804,回复@leungeuro:@一碗柠檬酸菜鱼 @外星_Da @reiyul @满杯金菠萝国公主 
805,神秘配件·· 
806,回复@Jiebbo:我知道你想要 我帮你代付 
807,回复@李鱼ww:好像是 可能还有别的 
808,回复@坚勇酷: 
809,回复@天禧_:肯定不快 
810,回复@HkiYii:来了幺幺 
811,回复@leungeuro:@unlesshomesnight  哈哈哈，太秀了 
812,回复@NotTransparent-:被一楼秀到了 
813,老杜，你太惨了 
814,回复@Shannon孙莹童鞋: 
815,"看到你们被罚款过来的,只有我觉得文案挺好的啊.广告创意新颖也不低俗! "
816,回复@今天也爱施柏宇唷:哈哈，多爽啊 
817,最新消息，罚了81万 
818,东北杜 
819,回复@曲奇饼干烧仙草:这哪顶得住啊 
820,回复@从没忘记微笑的董小姐: 
821,回复@滚过来舔包:哈哈哈哈哈哈哈哈！ 
822,回复@我是榕大宝:你不是最清楚吗 
823,看来文案师还是那个人啊 
824,下面一条就是你被罚款的文案🙊 
825,回复@月月小甜饼呀: 
826,回复@月月小甜饼呀:我回了啊 
827,回复@不长记性的喵_:你他妈还真敢艾特 这个别人能看到 
828,回复@我要握住风:我马上买两盒支持一下 
829,回复@这里不是小pu:你快吗？ 
830,广告界的天花板 
831,回复@Lee樂多_007:嗯？好的，买 
832,回复@夢羽Ss:没用过哦 
833,回复@佛系懒散失忆小牛奶: 
834,回复@阿喜来:节奏一直把控的很好 
835,文案666 
836,回复@吃个南北橘:卧槽哈哈哈哈哈哈 
837,回复@_秀晶呀_:好的 
838,@洋葱蘸欧尼酱 价值81w的广告 
839,听说你被罚了。。 
840,回复@Rosmantic_ss: 
841,回复@杜蕾斯官方微博:你给他送，也得他有对象才行呀！！哈哈哈哈哈哈哈 
842,回复@涛涛一笑铁憨憨: 
843,回复@Cheersy_:卧槽了个dj 
844,回复@西北阿长:我猜你是想说首屈一指？ 
845,回复@LefUMc-Yau:不明白为啥罚 
846,@被双标的舔狗 
847,@In1Feeling 
848,回复@是金秘书:来啊！快活啊！ 
849,回复@他们都说我是富二代:滚犊子 
850,回复@邓米妮:哈哈 
851,回复@Sparrow要吃小笼包:我老2G了 
852,回复@我家球球大宝贝:意思就是让我给你买一个 
853,呵护每一份精华 
854,回复@只有白天是绅士:有些时候还是配套的好 
855,回复@高姗姗来迟:哈哈哈哈哈 
856,回复@吃土也要喝三块的饮料:昨天就看到了，不愧是杜蕾斯 
857,一日三餐 
858,回复@话痨洛:这种话也好意思说 
859,开车高手 
860,回复@吉利汽车:哈哈哈哈哈哈哈 配件 很重要 
861,你们因为这些广告被罚款81万有这个事儿吧！ 
862,这个事儿上，我可能是个E网 
863,配套 也很重要 
864,回复@句J号H:哈哈哈哈好绝！ 
865,回复@大眼袋Angela:你老公知道你这么说嘛 
866,好 
867,听说你被罚了 
868,回复@小陈没睡醒ee:那你觉得 多慢 是慢 
869,3 
870,这个广告81万！讷 
871,回复@抱了个cc:你妈 
872,回复@是姗珊_:牛批 
873,回复@伴月半酱: 
874,回复@No1_Soul: 
875,转发微博 
876,回复@仙女谢谢_:这个可以哈哈 
877,服了 
878,回复@啾啾不能再吃了_:懂得，咱慢点 
879,回复@喜马拉雅大哥大_:哈哈哈哈哈哈哈哈哈哈哈哈哈 
880,回复@每日都系食饱饱:这就是他用tantan的理由？ 
881,回复@-佳珺-:哈哈哈哈哈哈 
882,回复@安格斯芝士双层牛肉堡:没看懂 
883,回复@梦Manta: 
884,回复@Real丶F:蜗牛 
885,回复@鸡蛋屁姆:小场面 
886,回复@小勺道子:妈的 这文案 
887,回复@最小怪兽:哈哈哈哈 
888,回复@再看我就把你喝掉oo:牛逼！ 
889,回复@异形:同服 
890,回复@sprinnnnnnnng:您是在暗示我什么吗 
891,回复@阿杨长得真别致:？不应该多练俯卧撑么 
892,回复@ShiYieJu_Plus: 
893,回复@YaTBoilove_:牛逼哈哈哈 
894,回复@Smiling尚好的青春:？？？我太快了 
895,回复@Voustimers:？？？ 
896,[米奇比心] 
897,@LL再吃一碗饭 
898,这就是你那天说的！快了快了@竖哥不解释 
899,回复@晚睡晚起少糖少冰:干嘛 男人不可以太快 
900,回复@绿绿养了一只鸡:？ 
901,@蔡妍一般帅 哈哈 
902,回复@一头大海星:她都不满意，那我也不满意 
903,😘 
904,回复@怎不由他:大晚上不睡觉的。被我抓到了 
905,@骑电动车很慢的某某某 是这样吗 
906,@执着的贝塔 
907,曹操，说来就来 
908,回复@老乡鸡:图片评论 ¡评论配图 
909,回复@今天也在努力减肥u:没问题 
910,我怀疑处罚你的人是毫秒男 
911,@ViIafinara 
912,回复@西柚柠檬并不甜:哈哈哈哈，今天被罚钱了 
913,回复@Tingzhi-Zhuang:啧啧啧 
914,昨天同事还说文案棒，今天就上热搜被罚 
915,回复@你的初恋女友:哈哈哈他文案都好搞笑 
916,回复@一只小风扇sss:哈哈哈哈哈哈懂了懂了 
917,回复@什么玩意变的:为什么睡这么晚？ 
918,哈哈 
919,回复@绘羽梨衣:只能够慢下来 
920,不愧是你 
921,回复@Zhangshiyang-_:我喜欢快的 
922,回复@话痨洛:笑死了 
923,回复@老乡鸡:@千度高温因你涌起 这个老乡鸡不学好啊 
924,回复@不想拿外卖:哈哈哈好惨 
925,回复@Priapus_dh:处男怎么办 
926,回复@leungeuro:@小周冲浪不吃软糖 
927,需要一个配件 
928,回复@立誓不再做咸鱼:。。。 
929,回复@阿天不黑:说这话会收到律师函的 
930,回复@红葫芦大娃:6 
931,回复@今天早睡好嘛:嗯？？？ 
932,回复@亲爱的张晓燕:🌚 
933,回复@Kin21:哪儿都有它 
934,回复@胖袁同学:傻瓜 
935,回复@甦蘆蘆蘆蘆:发这个容易挨揍，请问你抗揍吗 
