name,site,title,type,belong,nature,website
湖州职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.hzvtc.net
衢州职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.qzct.net
丽水职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.lszjy.com
宁波大红鹰职业技术学院,浙江,——,综合,——,其它,www.nbdhyu.edu.cn
浙江东方职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.zjdfc.com
安徽职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahtu.ah.cn
民办三联职业技术学院,安徽,——,综合,——,其它,www.sanlian.net.cn
淮北职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hbvtc.net
芜湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.whptu.ah.cn
万博科技职业学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.wbc.edu.cn
铜陵职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.tlpt.net.cn
安徽商贸职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.abc.edu.cn
安徽警官职业学院,安徽,——,政法,安徽省教育厅,高职专科,www.ahjgxy.com
安徽水利水电职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.ahsdxy.ah.edu.cn
淮南职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hnvtc.ah.edu.cn
安徽电子信息职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.avceit.cn
安徽工贸职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahgmedu.cn
安徽工业经济职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.ahiec.net
安徽交通职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahctc.com
安徽体育运动职业技术学院,安徽,——,体育,安徽省教育厅,高职专科,www.ahty.net
阜阳职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.fyvtc.edu.cn
合肥通用职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.hftyxy.com
六安职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.lvtc.edu.cn
民办安徽文达信息技术职业学院,安徽,——,工科,——,高职专科,www.wendaedu.com.cn
民办合肥经济技术职业学院,安徽,——,财经,安徽省教育厅,高职专科,www.hfet.com
宿州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.szzy.ah.cn
安徽广播影视职业技术学院,安徽,——,艺术,安徽省教育厅,高职专科,www.amtc.cn
民办安徽明星科技职业学院,安徽,——,综合,——,高职专科,——
池州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czgz.cn
滁州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czc.net.cn
宣城职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.xcvtc.edu.cn
民办安徽外国语职业技术学院,安徽,——,语言,——,高职专科,www.aflu.com.cn/
巢湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www1.chzy.org
福建船政交通职业学院,福建,——,工科,福建省教育厅,高职专科,www.fjcpc.edu.cn
福州职业技术学院,福建,——,综合,福建省教育厅,高职专科,www.fvti.cn
福州英华职业学院,福建,——,语言,福建省教育厅,高职专科,www.fzacc.com.cn
厦门华夏职业学院,福建,——,综合,福建省教育厅,高职专科,http://www.hxxy.edu.cn
泉州光电信息职业学院,福建,——,综合,——,其它,——
漳州职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjzzy.org
泉州华光职业学院,福建,——,综合,福建省教育厅,高职专科,www.hgu.cn
福建信息职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.mitu.cn
福建水利电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,——
福建电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjdy.net
福建林业职业技术学院,福建,——,林业,福建省教育厅,高职专科,www.fjlzy.com
福建农业职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.fjny.com
厦门海洋职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.xmoc.cn
九江职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jvtc.jx.cn
江西工业职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jxgzy.cn
江西科技学院,江西,——,综合,江西省教育厅,本科,http://www.jxbsu.com/
江西司法警官职业学院,江西,——,政法,江西省教育厅,高职专科,www.jxsfjy.cn
江西电力职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.dlzy.jx.sgcc.com.cn
江西旅游商贸职业学院,江西,——,财经,江西省教育厅,高职专科,www.jxlsxy.com
江西机电职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxjdxy.com
江西陶瓷工艺美术职业技术学院,江西,——,艺术,江西省教育厅,高职专科,http://www.jxgymy.com
江西环境工程职业学院,江西,——,林业,江西省教育厅,高职专科,www.jxhjxy.com
江西信息应用职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxcia.com
江西工业工程职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxgcxy.net
江西交通职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxjtxy.com
江西艺术职业学院,江西,——,艺术,江西省教育厅,高职专科,www.jxysedu.com
江西财经职业学院,河南,——,财经,江西省教育厅,高职专科,www.jxvc.jx.cn
江西应用技术职业学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxyyxy.com/xy
钟山职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.zscollege.com
炎黄职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.yhust.edu.cn
金肯职业技术学院,江苏,——,财经,江苏省教育厅,高职专科,www.jku.edu.cn
紫琅职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.zlvc.edu.cn
九州职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.jznu.com.cn
硅湖职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.usl.edu.cn
江阴职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.jypc.org
宿迁职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.cjsiu.com
南京信息职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.njcit.edu.cn
常州工程职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,——
常州轻工职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.czili.edu.cn
常州机电职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,http://www.czimt.edu.cn/
徐州工业职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,——
江苏食品职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.jsfsc.edu.cn
江苏农林职业技术学院,江苏,——,农业,江苏省教育厅,高职专科,www.jsafc.net
江苏信息职业技术学院,江苏,——,工科,江苏省教育厅,高职专科,www.jsit.edu.cn
南京特殊教育师范学院,江苏,——,师范,江苏省教育厅,高职专科,www.njty.edu.cn
浙江艺术职业学院,浙江,——,艺术,浙江省教育厅,高职专科,http://zhaosheng.zj
浙江交通职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.zjvtit.edu.cn
杭州职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.hzvtc.edu.cn
义乌工商职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.ywu.cn
宁波职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.nbptweb.net
温州职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.wzvtc.cn
浙江工商职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,www.zjbti.net.cn
浙江工贸职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.zjitc.net
绍兴越秀外国语职业学院,浙江,——,综合,——,其它,www.yxc.cn
台州职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.tzvtc.com
浙江机电职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.zime.edu.cn
浙江商业职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,——
浙江警官职业学院,浙江,——,政法,浙江省教育厅,高职专科,www.zjjy.com.cn
浙江工业职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,http://www.zjipc.edu.cn
浙江旅游职业学院,浙江,——,财经,浙江省教育厅,高职专科,http://www.tourzj.edu.cn
浙江金融职业学院,浙江,——,财经,浙江省教育厅,高职专科,www.zfc.edu.cn
浙江经济职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,http://www.zjtie.edu.cn
浙江建设职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.zjjy.net
浙江经贸职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,——
浙江育英职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,www.zjyyc.com
绍兴托普信息职业技术学院,浙江,——,工科,——,高职专科,www.sxvtc.com
嘉兴职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.jxvtc.net
湖州职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.hzvtc.net
衢州职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.qzct.net
丽水职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.lszjy.com
宁波大红鹰职业技术学院,浙江,——,综合,——,其它,www.nbdhyu.edu.cn
浙江东方职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.zjdfc.com
安徽职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahtu.ah.cn
民办三联职业技术学院,安徽,——,综合,——,其它,www.sanlian.net.cn
淮北职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hbvtc.net
芜湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.whptu.ah.cn
万博科技职业学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.wbc.edu.cn
铜陵职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.tlpt.net.cn
安徽商贸职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.abc.edu.cn
安徽警官职业学院,安徽,——,政法,安徽省教育厅,高职专科,www.ahjgxy.com
安徽水利水电职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.ahsdxy.ah.edu.cn
淮南职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hnvtc.ah.edu.cn
安徽电子信息职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.avceit.cn
安徽工贸职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahgmedu.cn
安徽工业经济职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.ahiec.net
安徽交通职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahctc.com
安徽体育运动职业技术学院,安徽,——,体育,安徽省教育厅,高职专科,www.ahty.net
阜阳职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.fyvtc.edu.cn
合肥通用职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.hftyxy.com
六安职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.lvtc.edu.cn
民办安徽文达信息技术职业学院,安徽,——,工科,——,高职专科,www.wendaedu.com.cn
民办合肥经济技术职业学院,安徽,——,财经,安徽省教育厅,高职专科,www.hfet.com
宿州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.szzy.ah.cn
安徽广播影视职业技术学院,安徽,——,艺术,安徽省教育厅,高职专科,www.amtc.cn
民办安徽明星科技职业学院,安徽,——,综合,——,高职专科,——
池州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czgz.cn
滁州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czc.net.cn
宣城职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.xcvtc.edu.cn
民办安徽外国语职业技术学院,安徽,——,语言,——,高职专科,www.aflu.com.cn/
巢湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www1.chzy.org
福建船政交通职业学院,福建,——,工科,福建省教育厅,高职专科,www.fjcpc.edu.cn
福州职业技术学院,福建,——,综合,福建省教育厅,高职专科,www.fvti.cn
福州英华职业学院,福建,——,语言,福建省教育厅,高职专科,www.fzacc.com.cn
厦门华夏职业学院,福建,——,综合,福建省教育厅,高职专科,http://www.hxxy.edu.cn
泉州光电信息职业学院,福建,——,综合,——,其它,——
漳州职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjzzy.org
泉州华光职业学院,福建,——,综合,福建省教育厅,高职专科,www.hgu.cn
福建信息职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.mitu.cn
福建水利电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,——
福建电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjdy.net
福建林业职业技术学院,福建,——,林业,福建省教育厅,高职专科,www.fjlzy.com
福建农业职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.fjny.com
厦门海洋职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.xmoc.cn
九江职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jvtc.jx.cn
江西工业职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jxgzy.cn
江西科技学院,江西,——,综合,江西省教育厅,本科,http://www.jxbsu.com/
江西司法警官职业学院,江西,——,政法,江西省教育厅,高职专科,www.jxsfjy.cn
江西电力职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.dlzy.jx.sgcc.com.cn
江西旅游商贸职业学院,江西,——,财经,江西省教育厅,高职专科,www.jxlsxy.com
江西机电职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxjdxy.com
江西陶瓷工艺美术职业技术学院,江西,——,艺术,江西省教育厅,高职专科,http://www.jxgymy.com
江西环境工程职业学院,江西,——,林业,江西省教育厅,高职专科,www.jxhjxy.com
江西信息应用职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxcia.com
江西工业工程职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxgcxy.net
江西交通职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxjtxy.com
江西艺术职业学院,江西,——,艺术,江西省教育厅,高职专科,www.jxysedu.com
江西财经职业学院,河南,——,财经,江西省教育厅,高职专科,www.jxvc.jx.cn
江西应用技术职业学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxyyxy.com/xy
绍兴越秀外国语职业学院,浙江,——,综合,——,其它,www.yxc.cn
台州职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.tzvtc.com
浙江机电职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.zime.edu.cn
浙江商业职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,——
浙江警官职业学院,浙江,——,政法,浙江省教育厅,高职专科,www.zjjy.com.cn
浙江工业职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,http://www.zjipc.edu.cn
浙江旅游职业学院,浙江,——,财经,浙江省教育厅,高职专科,http://www.tourzj.edu.cn
浙江金融职业学院,浙江,——,财经,浙江省教育厅,高职专科,www.zfc.edu.cn
浙江经济职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,http://www.zjtie.edu.cn
浙江建设职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.zjjy.net
浙江经贸职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,——
浙江育英职业技术学院,浙江,——,财经,浙江省教育厅,高职专科,www.zjyyc.com
绍兴托普信息职业技术学院,浙江,——,工科,——,高职专科,www.sxvtc.com
嘉兴职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.jxvtc.net
湖州职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.hzvtc.net
衢州职业技术学院,浙江,——,工科,浙江省教育厅,高职专科,www.qzct.net
丽水职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.lszjy.com
宁波大红鹰职业技术学院,浙江,——,综合,——,其它,www.nbdhyu.edu.cn
浙江东方职业技术学院,浙江,——,综合,浙江省教育厅,高职专科,www.zjdfc.com
安徽职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahtu.ah.cn
民办三联职业技术学院,安徽,——,综合,——,其它,www.sanlian.net.cn
淮北职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hbvtc.net
芜湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.whptu.ah.cn
万博科技职业学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.wbc.edu.cn
铜陵职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.tlpt.net.cn
安徽商贸职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.abc.edu.cn
安徽警官职业学院,安徽,——,政法,安徽省教育厅,高职专科,www.ahjgxy.com
安徽水利水电职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.ahsdxy.ah.edu.cn
淮南职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hnvtc.ah.edu.cn
安徽电子信息职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.avceit.cn
安徽工贸职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahgmedu.cn
安徽工业经济职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.ahiec.net
安徽交通职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahctc.com
安徽体育运动职业技术学院,安徽,——,体育,安徽省教育厅,高职专科,www.ahty.net
阜阳职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.fyvtc.edu.cn
合肥通用职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.hftyxy.com
六安职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.lvtc.edu.cn
民办安徽文达信息技术职业学院,安徽,——,工科,——,高职专科,www.wendaedu.com.cn
民办合肥经济技术职业学院,安徽,——,财经,安徽省教育厅,高职专科,www.hfet.com
宿州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.szzy.ah.cn
安徽广播影视职业技术学院,安徽,——,艺术,安徽省教育厅,高职专科,www.amtc.cn
民办安徽明星科技职业学院,安徽,——,综合,——,高职专科,——
池州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czgz.cn
滁州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czc.net.cn
宣城职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.xcvtc.edu.cn
民办安徽外国语职业技术学院,安徽,——,语言,——,高职专科,www.aflu.com.cn/
巢湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www1.chzy.org
福建船政交通职业学院,福建,——,工科,福建省教育厅,高职专科,www.fjcpc.edu.cn
福州职业技术学院,福建,——,综合,福建省教育厅,高职专科,www.fvti.cn
福州英华职业学院,福建,——,语言,福建省教育厅,高职专科,www.fzacc.com.cn
厦门华夏职业学院,福建,——,综合,福建省教育厅,高职专科,http://www.hxxy.edu.cn
泉州光电信息职业学院,福建,——,综合,——,其它,——
漳州职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjzzy.org
泉州华光职业学院,福建,——,综合,福建省教育厅,高职专科,www.hgu.cn
福建信息职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.mitu.cn
福建水利电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,——
福建电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjdy.net
福建林业职业技术学院,福建,——,林业,福建省教育厅,高职专科,www.fjlzy.com
福建农业职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.fjny.com
厦门海洋职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.xmoc.cn
九江职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jvtc.jx.cn
江西工业职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jxgzy.cn
江西科技学院,江西,——,综合,江西省教育厅,本科,http://www.jxbsu.com/
江西司法警官职业学院,江西,——,政法,江西省教育厅,高职专科,www.jxsfjy.cn
江西电力职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.dlzy.jx.sgcc.com.cn
江西旅游商贸职业学院,江西,——,财经,江西省教育厅,高职专科,www.jxlsxy.com
江西机电职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxjdxy.com
江西陶瓷工艺美术职业技术学院,江西,——,艺术,江西省教育厅,高职专科,http://www.jxgymy.com
江西环境工程职业学院,江西,——,林业,江西省教育厅,高职专科,www.jxhjxy.com
江西信息应用职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxcia.com
江西工业工程职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxgcxy.net
江西交通职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxjtxy.com
江西艺术职业学院,江西,——,艺术,江西省教育厅,高职专科,www.jxysedu.com
江西财经职业学院,河南,——,财经,江西省教育厅,高职专科,www.jxvc.jx.cn
江西应用技术职业学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxyyxy.com/xy
安徽商贸职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.abc.edu.cn
安徽警官职业学院,安徽,——,政法,安徽省教育厅,高职专科,www.ahjgxy.com
安徽水利水电职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.ahsdxy.ah.edu.cn
淮南职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.hnvtc.ah.edu.cn
安徽电子信息职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.avceit.cn
安徽工贸职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahgmedu.cn
安徽工业经济职业技术学院,安徽,——,财经,安徽省教育厅,高职专科,www.ahiec.net
安徽交通职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.ahctc.com
安徽体育运动职业技术学院,安徽,——,体育,安徽省教育厅,高职专科,www.ahty.net
阜阳职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.fyvtc.edu.cn
合肥通用职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,http://www.hftyxy.com
六安职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.lvtc.edu.cn
民办安徽文达信息技术职业学院,安徽,——,工科,——,高职专科,www.wendaedu.com.cn
民办合肥经济技术职业学院,安徽,——,财经,安徽省教育厅,高职专科,www.hfet.com
宿州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.szzy.ah.cn
安徽广播影视职业技术学院,安徽,——,艺术,安徽省教育厅,高职专科,www.amtc.cn
民办安徽明星科技职业学院,安徽,——,综合,——,高职专科,——
池州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czgz.cn
滁州职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.czc.net.cn
宣城职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www.xcvtc.edu.cn
民办安徽外国语职业技术学院,安徽,——,语言,——,高职专科,www.aflu.com.cn/
巢湖职业技术学院,安徽,——,工科,安徽省教育厅,高职专科,www1.chzy.org
福建船政交通职业学院,福建,——,工科,福建省教育厅,高职专科,www.fjcpc.edu.cn
福州职业技术学院,福建,——,综合,福建省教育厅,高职专科,www.fvti.cn
福州英华职业学院,福建,——,语言,福建省教育厅,高职专科,www.fzacc.com.cn
厦门华夏职业学院,福建,——,综合,福建省教育厅,高职专科,http://www.hxxy.edu.cn
泉州光电信息职业学院,福建,——,综合,——,其它,——
漳州职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjzzy.org
泉州华光职业学院,福建,——,综合,福建省教育厅,高职专科,www.hgu.cn
福建信息职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.mitu.cn
福建水利电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,——
福建电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjdy.net
福建林业职业技术学院,福建,——,林业,福建省教育厅,高职专科,www.fjlzy.com
福建农业职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.fjny.com
厦门海洋职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.xmoc.cn
九江职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jvtc.jx.cn
江西工业职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jxgzy.cn
江西科技学院,江西,——,综合,江西省教育厅,本科,http://www.jxbsu.com/
江西司法警官职业学院,江西,——,政法,江西省教育厅,高职专科,www.jxsfjy.cn
江西电力职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.dlzy.jx.sgcc.com.cn
江西旅游商贸职业学院,江西,——,财经,江西省教育厅,高职专科,www.jxlsxy.com
江西机电职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxjdxy.com
江西陶瓷工艺美术职业技术学院,江西,——,艺术,江西省教育厅,高职专科,http://www.jxgymy.com
江西环境工程职业学院,江西,——,林业,江西省教育厅,高职专科,www.jxhjxy.com
江西信息应用职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxcia.com
江西工业工程职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxgcxy.net
江西交通职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxjtxy.com
江西艺术职业学院,江西,——,艺术,江西省教育厅,高职专科,www.jxysedu.com
江西财经职业学院,河南,——,财经,江西省教育厅,高职专科,www.jxvc.jx.cn
江西应用技术职业学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxyyxy.com/xy
厦门华夏职业学院,福建,——,综合,福建省教育厅,高职专科,http://www.hxxy.edu.cn
泉州光电信息职业学院,福建,——,综合,——,其它,——
漳州职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjzzy.org
泉州华光职业学院,福建,——,综合,福建省教育厅,高职专科,www.hgu.cn
福建信息职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.mitu.cn
福建水利电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,——
福建电力职业技术学院,福建,——,工科,福建省教育厅,高职专科,www.fjdy.net
福建林业职业技术学院,福建,——,林业,福建省教育厅,高职专科,www.fjlzy.com
福建农业职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.fjny.com
厦门海洋职业技术学院,福建,——,农业,福建省教育厅,高职专科,www.xmoc.cn
九江职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jvtc.jx.cn
江西工业职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jxgzy.cn
江西科技学院,江西,——,综合,江西省教育厅,本科,http://www.jxbsu.com/
江西司法警官职业学院,江西,——,政法,江西省教育厅,高职专科,www.jxsfjy.cn
江西电力职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.dlzy.jx.sgcc.com.cn
江西旅游商贸职业学院,江西,——,财经,江西省教育厅,高职专科,www.jxlsxy.com
江西机电职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxjdxy.com
江西陶瓷工艺美术职业技术学院,江西,——,艺术,江西省教育厅,高职专科,http://www.jxgymy.com
江西环境工程职业学院,江西,——,林业,江西省教育厅,高职专科,www.jxhjxy.com
江西信息应用职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxcia.com
江西工业工程职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxgcxy.net
江西交通职业技术学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxjtxy.com
江西艺术职业学院,江西,——,艺术,江西省教育厅,高职专科,www.jxysedu.com
江西财经职业学院,河南,——,财经,江西省教育厅,高职专科,www.jxvc.jx.cn
江西应用技术职业学院,江西,——,工科,江西省教育厅,高职专科,http://www.jxyyxy.com/xy
鹰潭职业技术学院,江西,——,综合,江西省教育厅,高职专科,www.jxytxy.com.cn
江西现代职业技术学院,江西,——,工科,江西省教育厅,高职专科,www.jxxdxy.com
山东商业职业技术学院,山东,——,财经,山东省教育厅,高职专科,www.sict.edu.cn
民办山东万杰医学高等专科学校,山东,——,医药,——,其它,www.wjmu.net
日照职业技术学院,山东,——,综合,山东省教育厅,高职专科,www.gotorzu.cn
山东水利职业学院,山东,——,工科,山东省教育厅,高职专科,www.sdwrp.com
济南铁道职业技术学院,山东,——,工科,——,高职专科,www.jnrp.edu.cn
莱芜职业技术学院,山东,——,综合,山东省教育厅,高职专科,www.lwvc.edu.cn
