movieId,movieName,boxInfo,sumBoxInfo,avgShowView,boxRate,showInfo,avgSeatView,date
1243361,烈火英雄,5.43,5.4万,94,<0.1%,16,66.7%,2019-07-19
1230509,机动战士高达NT,5.10,814.5万,6,<0.1%,275,6.2%,2019-07-19
330115,我和神马查干,4.90,2427.4万,19,<0.1%,93,--,2019-07-19
1206829,音乐家,4.10,419.2万,66,<0.1%,17,68.9%,2019-07-19
1213262,素人特工,3.58,2222.2万,2,<0.1%,572,3.0%,2019-07-19
1204589,绝杀慕尼黑,3.53,9090.0万,18,<0.1%,77,25.2%,2019-07-19
487449,心灵的阳光,3.48,405.1万,56,<0.1%,19,100%,2019-07-19
246061,哥斯拉2：怪兽之王,3.29,9.34亿,6,<0.1%,165,8.4%,2019-07-19
1238775,特别追踪,3.11,360.2万,34,<0.1%,22,38.4%,2019-07-19
1233852,午夜废墟,3.00,222.5万,143,<0.1%,3,--,2019-07-19
1213186,黄玫瑰,2.90,773.4万,91,<0.1%,8,61.4%,2019-07-19
1239281,港珠澳大桥,2.42,725.5万,38,<0.1%,19,61.7%,2019-07-19
1283257,喜盈代村,2.39,64.3万,27,<0.1%,30,41.8%,2019-07-19
1235560,白蛇：缘起,2.29,4.35亿,1,<0.1%,1245,0.9%,2019-07-19
1281621,花儿与歌声,2.16,340.8万,20,<0.1%,41,20.1%,2019-07-19
1239678,原来如此,1.89,416.3万,95,<0.1%,5,100%,2019-07-19
1184988,星月夜,1.87,221.7万,29,<0.1%,13,--,2019-07-19
346172,九龙不败,1.80,1829.8万,8,<0.1%,73,20.8%,2019-07-19
1256754,丢人,1.77,4.9万,54,<0.1%,11,67.8%,2019-07-19
1236504,正正的世界,1.74,48.5万,58,<0.1%,10,75.5%,2019-07-19
45484,陈毅市长,1.51,7.3万,433,<0.1%,1,94.5%,2019-07-19
1227323,旺扎的雨靴,1.43,5.5万,9,<0.1%,58,36.9%,2019-07-19
1204720,妈妈咪鸭,1.31,3740.5万,2,<0.1%,489,1.5%,2019-07-19
1254277,一条狗的使命2,1.31,1.96亿,4,<0.1%,273,3.0%,2019-07-19
878358,真相漩涡,1.13,68.3万,117,<0.1%,4,100%,2019-07-19
1229534,银河补习班,10024.16,3.31亿,24,40.3%,120389,16.8%,2019-07-20
1189879,狮子王,5807.87,6.19亿,24,23.3%,66499,17.4%,2019-07-20
1218141,扫毒2天地对决,3714.41,11.64亿,18,14.9%,58022,16.3%,2019-07-20
1211270,哪吒之魔童降世,1726.91,2875.2万,30,6.9%,16407,28.0%,2019-07-20
1198925,蜘蛛侠：英雄远征,973.97,13.77亿,16,3.9%,17285,15.7%,2019-07-20
345797,猪八戒传说,637.04,1780.0万,23,2.5%,5336,26.6%,2019-07-20
1219932,未来机器城,388.03,938.2万,7,1.5%,19625,6.3%,2019-07-20
1240752,小Q,267.75,369.9万,12,1.0%,6173,11.9%,2019-07-20
1203673,游戏人生 零,266.02,768.2万,7,1.0%,13208,6.9%,2019-07-20
1211345,爱宠大机密2,250.77,1.41亿,14,1.0%,5372,13.7%,2019-07-20
1229688,看不见的小孩,249.98,580.7万,9,1.0%,10834,8.9%,2019-07-20
1260459,赛尔号大电影7：疯狂机器城,98.05,122.8万,8,0.3%,3866,8.0%,2019-07-20
1212,千与千寻,67.06,4.85亿,11,0.2%,1923,13.3%,2019-07-20
414997,命运之夜——天之杯II ：迷失之蝶,44.03,2828.6万,12,0.1%,1094,14.2%,2019-07-20
1234461,猪猪侠·不可思议的世界,29.43,3229.9万,6,0.1%,1841,5.7%,2019-07-20
246264,玩具总动员4,26.77,2.00亿,13,0.1%,509,14.7%,2019-07-20
1230509,机动战士高达NT,12.48,827.0万,11,<0.1%,349,13.3%,2019-07-20
836,毕业那年,12.34,1327.5万,80,<0.1%,53,100%,2019-07-20
1226558,跳舞吧！大象,12.29,12.2万,94,<0.1%,35,88.4%,2019-07-20
1229894,灰猴,10.92,62.8万,4,<0.1%,901,4.5%,2019-07-20
1243361,烈火英雄,10.65,16.0万,111,<0.1%,28,100%,2019-07-20
1211698,碟仙,9.64,5219.6万,5,<0.1%,846,4.8%,2019-07-20
643506,古镇画情,9.19,1436.7万,42,<0.1%,70,--,2019-07-20
1233255,五月天人生无限公司,8.75,4893.5万,85,<0.1%,24,67.3%,2019-07-20
487449,心灵的阳光,8.52,413.6万,107,<0.1%,25,100%,2019-07-20
246061,哥斯拉2：怪兽之王,7.17,9.34亿,8,<0.1%,255,10.5%,2019-07-20
1262593,八子,6.97,1933.9万,21,<0.1%,122,25.2%,2019-07-20
1184988,星月夜,6.90,228.6万,83,<0.1%,19,100%,2019-07-20
330115,我和神马查干,6.74,2434.2万,29,<0.1%,85,--,2019-07-20
1207254,鼠胆英雄,6.71,6.7万,240,<0.1%,5,88.9%,2019-07-20
626524,精灵小王子,5.85,5.8万,2,<0.1%,1024,2.0%,2019-07-20
1213262,素人特工,5.43,2227.7万,3,<0.1%,534,4.6%,2019-07-20
1234382,周恩来回延安,5.10,2445.0万,24,<0.1%,72,25.3%,2019-07-20
1281621,花儿与歌声,3.57,344.3万,24,<0.1%,57,24.7%,2019-07-20
1204720,妈妈咪鸭,3.22,3743.7万,4,<0.1%,539,3.5%,2019-07-20
1204589,绝杀慕尼黑,2.96,9093.0万,11,<0.1%,92,17.6%,2019-07-20
1235560,白蛇：缘起,2.86,4.35亿,2,<0.1%,1280,1.3%,2019-07-20
1238775,特别追踪,2.50,362.7万,170,<0.1%,3,32.6%,2019-07-20
1263828,天池水怪,2.43,2.9万,4,<0.1%,251,4.0%,2019-07-20
1230126,大河唱,2.23,223.9万,51,<0.1%,16,78.7%,2019-07-20
1236504,正正的世界,2.00,50.5万,50,<0.1%,13,66.9%,2019-07-20
338400,神奇马戏团之动物饼干,1.74,6500.5万,4,<0.1%,273,3.9%,2019-07-20
884508,第十二夜,1.62,3.3万,125,<0.1%,4,52.6%,2019-07-20
1254277,一条狗的使命2,1.59,1.96亿,4,<0.1%,277,3.6%,2019-07-20
1236426,麦克白,1.57,2.8万,242,<0.1%,2,87.0%,2019-07-20
1227323,旺扎的雨靴,1.54,7.1万,29,<0.1%,16,60.1%,2019-07-20
342568,诡梦凶铃,1.34,1166.0万,214,<0.1%,2,99.3%,2019-07-20
1218727,何以为家,1.29,3.73亿,3,<0.1%,321,2.7%,2019-07-20
1227693,李尔王,1.14,6.7万,118,<0.1%,3,48.1%,2019-07-20
450933,亨利五世,1.04,1.0万,107,<0.1%,3,39.1%,2019-07-20
1229534,银河补习班,10247.78,4.33亿,26,39.2%,116030,18.1%,2019-07-21
1189879,狮子王,5630.04,6.75亿,23,21.5%,68933,16.4%,2019-07-21
1218141,扫毒2天地对决,3549.70,11.99亿,17,13.5%,58449,15.6%,2019-07-21
1211270,哪吒之魔童降世,3119.54,5994.7万,39,11.9%,22408,35.6%,2019-07-21
1198925,蜘蛛侠：英雄远征,1030.63,13.88亿,16,3.9%,18760,15.5%,2019-07-21
345797,猪八戒传说,609.08,2389.1万,29,2.3%,4079,33.5%,2019-07-21
1219932,未来机器城,329.60,1267.8万,7,1.2%,15937,6.8%,2019-07-21
1211345,爱宠大机密2,288.40,1.44亿,14,1.1%,6046,14.1%,2019-07-21
1203673,游戏人生 零,222.95,991.2万,7,0.8%,10566,7.6%,2019-07-21
1240752,小Q,219.49,589.4万,11,0.8%,5555,11.5%,2019-07-21
1229688,看不见的小孩,196.14,776.9万,7,0.7%,10686,7.3%,2019-07-21
1260459,赛尔号大电影7：疯狂机器城,119.89,242.7万,12,0.4%,3303,11.7%,2019-07-21
644501,隧道尽头,108.15,108.1万,31,0.4%,936,33.2%,2019-07-21
1212,千与千寻,59.48,4.85亿,12,0.2%,1567,14.0%,2019-07-21
414997,命运之夜——天之杯II ：迷失之蝶,40.87,2869.4万,10,0.1%,1247,11.5%,2019-07-21
1234461,猪猪侠·不可思议的世界,40.49,3270.4万,7,0.1%,1989,7.1%,2019-07-21
1211698,碟仙,36.39,5256.0万,11,0.1%,472,13.6%,2019-07-21
1226558,跳舞吧！大象,28.51,40.8万,100,0.1%,82,100%,2019-07-21
1233255,五月天人生无限公司,23.75,4917.2万,101,<0.1%,54,79.2%,2019-07-21
1230509,机动战士高达NT,11.62,838.6万,9,<0.1%,441,10.1%,2019-07-21
836,毕业那年,11.61,1339.1万,75,<0.1%,54,--,2019-07-21
246061,哥斯拉2：怪兽之王,8.65,9.34亿,9,<0.1%,303,11.1%,2019-07-21
330115,我和神马查干,8.22,2442.4万,32,<0.1%,94,--,2019-07-21
643506,古镇画情,8.16,1444.9万,38,<0.1%,69,--,2019-07-21
487449,心灵的阳光,8.09,421.7万,97,<0.1%,26,100%,2019-07-21
1229894,灰猴,7.78,70.6万,4,<0.1%,694,4.2%,2019-07-21
1207254,鼠胆英雄,7.18,13.9万,234,<0.1%,6,90.9%,2019-07-21
1243361,烈火英雄,6.91,23.0万,126,<0.1%,15,93.3%,2019-07-21
1218215,追龙Ⅱ,6.27,3.06亿,29,<0.1%,62,70.7%,2019-07-21
1184988,星月夜,5.80,234.4万,83,<0.1%,14,--,2019-07-21
1281621,花儿与歌声,5.41,349.7万,33,<0.1%,62,30.7%,2019-07-21
626524,精灵小王子,5.23,11.1万,2,<0.1%,923,2.0%,2019-07-21
1235560,白蛇：缘起,4.72,4.35亿,2,<0.1%,1325,1.8%,2019-07-21
1213262,素人特工,4.56,2232.2万,3,<0.1%,528,4.0%,2019-07-21
1204720,妈妈咪鸭,4.11,3747.9万,5,<0.1%,544,4.4%,2019-07-21
1223584,学区房72小时,3.28,109.2万,60,<0.1%,54,100%,2019-07-21
338400,神奇马戏团之动物饼干,3.05,6503.5万,6,<0.1%,345,4.9%,2019-07-21
1233852,午夜废墟,3.00,225.5万,143,<0.1%,3,97.9%,2019-07-21
1262593,八子,2.53,1936.5万,17,<0.1%,54,19.5%,2019-07-21
641862,哈姆雷特,2.35,15.4万,182,<0.1%,4,62.9%,2019-07-21
1234382,周恩来回延安,2.27,2447.3万,18,<0.1%,45,18.0%,2019-07-21
1285674,桂香街,2.24,2.2万,640,<0.1%,1,100.0%,2019-07-21
1204589,绝杀慕尼黑,2.23,9095.2万,8,<0.1%,93,11.9%,2019-07-21
1254277,一条狗的使命2,2.07,1.96亿,5,<0.1%,299,4.4%,2019-07-21
1236504,正正的世界,1.88,52.4万,61,<0.1%,11,72.3%,2019-07-21
1218727,何以为家,1.68,3.73亿,4,<0.1%,313,3.4%,2019-07-21
1263828,天池水怪,1.41,4.3万,4,<0.1%,150,4.0%,2019-07-21
342568,诡梦凶铃,1.37,1167.4万,144,<0.1%,3,77.5%,2019-07-21
1284311,心之山,1.22,2.2万,34,<0.1%,16,30.5%,2019-07-21
337625,海蒂和爷爷,1.14,2057.2万,6,<0.1%,120,5.9%,2019-07-21
1229534,银河补习班,5190.84,4.85亿,14,46.7%,114526,9.6%,2019-07-22
1189879,狮子王,2231.91,6.98亿,9,20.1%,72124,6.6%,2019-07-22
1218141,扫毒2天地对决,1932.53,12.19亿,9,17.4%,62945,7.9%,2019-07-22
1198925,蜘蛛侠：英雄远征,557.85,13.93亿,8,5.0%,22674,7.2%,2019-07-22
345797,猪八戒传说,413.59,2802.6万,25,3.7%,3108,27.9%,2019-07-22
1229688,看不见的小孩,155.73,932.6万,6,1.4%,10928,5.7%,2019-07-22
1211345,爱宠大机密2,134.67,1.46亿,6,1.2%,6978,6.1%,2019-07-22
1219932,未来机器城,132.45,1400.3万,3,1.1%,14298,3.1%,2019-07-22
1203673,游戏人生 零,124.52,1115.7万,4,1.1%,10602,4.3%,2019-07-22
1212,千与千寻,27.20,4.86亿,5,0.2%,1817,5.8%,2019-07-22
414997,命运之夜——天之杯II ：迷失之蝶,23.40,2892.9万,5,0.2%,1723,4.9%,2019-07-22
1226558,跳舞吧！大象,17.85,58.6万,115,0.1%,25,100%,2019-07-22
1211698,碟仙,15.75,5271.8万,6,0.1%,510,6.8%,2019-07-22
1234461,猪猪侠·不可思议的世界,13.76,3284.1万,3,0.1%,1584,2.7%,2019-07-22
1243361,烈火英雄,6.43,29.4万,81,<0.1%,18,65.4%,2019-07-22
836,毕业那年,6.25,1345.3万,51,<0.1%,43,100%,2019-07-22
1234382,周恩来回延安,6.08,2453.4万,19,<0.1%,99,21.0%,2019-07-22
1207254,鼠胆英雄,5.90,19.8万,201,<0.1%,7,79.0%,2019-07-22
246061,哥斯拉2：怪兽之王,5.82,9.34亿,5,<0.1%,400,5.9%,2019-07-22
1230509,机动战士高达NT,4.80,843.4万,3,<0.1%,552,3.2%,2019-07-22
1262593,八子,4.78,1941.2万,18,<0.1%,95,28.2%,2019-07-22
643506,古镇画情,4.69,1449.6万,21,<0.1%,70,--,2019-07-22
1242431,最好的我们,3.77,4.12亿,6,<0.1%,187,8.4%,2019-07-22
330115,我和神马查干,3.57,2446.0万,17,<0.1%,79,--,2019-07-22
1242130,古田军号,3.16,3.5万,144,<0.1%,2,100.0%,2019-07-22
1217318,匠心,3.07,18.0万,29,<0.1%,32,61.6%,2019-07-22
1235560,白蛇：缘起,2.78,4.35亿,1,<0.1%,1566,1.0%,2019-07-22
1281297,上海的女儿,2.73,31.4万,33,<0.1%,25,39.5%,2019-07-22
487449,心灵的阳光,2.47,424.2万,43,<0.1%,18,60.0%,2019-07-22
1239678,原来如此,2.47,418.9万,206,<0.1%,3,100.0%,2019-07-22
78269,周恩来的四个昼夜,2.26,5941.6万,51,<0.1%,15,55.8%,2019-07-22
1213262,素人特工,2.16,2234.4万,2,<0.1%,592,1.6%,2019-07-22
626524,精灵小王子,2.06,13.1万,1,<0.1%,766,1.0%,2019-07-22
1233852,午夜废墟,2.00,227.5万,143,<0.1%,2,--,2019-07-22
1281621,花儿与歌声,1.98,351.7万,13,<0.1%,61,12.0%,2019-07-22
1285674,桂香街,1.90,4.1万,64,<0.1%,9,72.0%,2019-07-22
1236504,正正的世界,1.83,54.2万,72,<0.1%,9,91.7%,2019-07-22
1204589,绝杀慕尼黑,1.74,9097.0万,5,<0.1%,121,6.9%,2019-07-22
1204720,妈妈咪鸭,1.56,3749.4万,2,<0.1%,666,1.3%,2019-07-22
1211270,哪吒之魔童降世,1.39,5996.1万,3,<0.1%,154,15.4%,2019-07-22
1254277,一条狗的使命2,1.39,1.96亿,3,<0.1%,329,3.0%,2019-07-22
1218727,何以为家,1.20,3.73亿,2,<0.1%,408,1.9%,2019-07-22
1229534,银河补习班,4791.35,5.33亿,13,44.9%,111696,9.0%,2019-07-23
1189879,狮子王,2061.99,7.18亿,9,19.3%,69004,6.3%,2019-07-23
1218141,扫毒2天地对决,1733.21,12.36亿,9,16.2%,58556,7.7%,2019-07-23
1198925,蜘蛛侠：英雄远征,496.79,13.98亿,7,4.6%,21395,6.8%,2019-07-23
345797,猪八戒传说,461.88,3264.5万,35,4.3%,2538,42.2%,2019-07-23
1211270,哪吒之魔童降世,225.56,6221.7万,253,2.1%,130,81.2%,2019-07-23
1229894,灰猴,195.37,265.9万,3,1.8%,28059,2.2%,2019-07-23
1229688,看不见的小孩,135.24,1067.9万,6,1.2%,9644,5.6%,2019-07-23
1211345,爱宠大机密2,127.49,1.47亿,6,1.1%,6533,6.1%,2019-07-23
1219932,未来机器城,84.04,1484.3万,3,0.7%,10341,2.8%,2019-07-23
1203673,游戏人生 零,81.95,1197.6万,4,0.7%,7526,4.1%,2019-07-23
1212,千与千寻,24.67,4.86亿,5,0.2%,1633,5.9%,2019-07-23
1234461,猪猪侠·不可思议的世界,19.68,3303.8万,4,0.1%,1320,4.5%,2019-07-23
414997,命运之夜——天之杯II ：迷失之蝶,14.93,2907.8万,4,0.1%,1303,4.0%,2019-07-23
1234382,周恩来回延安,14.03,2467.4万,32,0.1%,139,35.0%,2019-07-23
1211698,碟仙,9.35,5281.2万,8,<0.1%,483,8.6%,2019-07-23
1217318,匠心,8.99,27.0万,48,<0.1%,57,84.3%,2019-07-23
1207254,鼠胆英雄,8.92,28.7万,158,<0.1%,13,88.9%,2019-07-23
1262593,八子,6.33,1947.6万,21,<0.1%,112,26.8%,2019-07-23
1226558,跳舞吧！大象,6.06,64.7万,250,<0.1%,5,86.9%,2019-07-23
643506,古镇画情,5.69,1455.3万,27,<0.1%,68,--,2019-07-23
1233255,五月天人生无限公司,5.67,4923.2万,50,<0.1%,26,44.2%,2019-07-23
246061,哥斯拉2：怪兽之王,5.22,9.34亿,5,<0.1%,352,5.5%,2019-07-23
836,毕业那年,5.11,1350.5万,43,<0.1%,43,--,2019-07-23
1240752,小Q,4.80,594.3万,400,<0.1%,3,100%,2019-07-23
1230509,机动战士高达NT,3.54,846.9万,3,<0.1%,409,3.2%,2019-07-23
1243361,烈火英雄,3.32,32.7万,57,<0.1%,16,42.4%,2019-07-23
330115,我和神马查干,3.18,2449.2万,13,<0.1%,89,100%,2019-07-23
1235560,白蛇：缘起,2.93,4.35亿,1,<0.1%,1545,0.9%,2019-07-23
487449,心灵的阳光,2.74,426.9万,35,<0.1%,25,67.9%,2019-07-23
1281297,上海的女儿,2.35,33.8万,31,<0.1%,24,38.3%,2019-07-23
1281621,花儿与歌声,2.29,354.0万,13,<0.1%,70,12.1%,2019-07-23
1239678,原来如此,2.26,421.2万,189,<0.1%,3,100.0%,2019-07-23
1206829,音乐家,2.09,421.8万,67,<0.1%,8,43.1%,2019-07-23
1223584,学区房72小时,2.01,111.2万,29,<0.1%,20,100%,2019-07-23
1233852,午夜废墟,2.00,229.5万,143,<0.1%,2,--,2019-07-23
592,狮子王,1.97,1.9万,5,<0.1%,141,--,2019-07-23
1213262,素人特工,1.93,2236.3万,2,<0.1%,477,1.9%,2019-07-23
1239281,港珠澳大桥,1.87,728.1万,54,<0.1%,12,95.9%,2019-07-23
1204589,绝杀慕尼黑,1.84,9098.8万,9,<0.1%,92,12.9%,2019-07-23
1283257,喜盈代村,1.64,67.5万,22,<0.1%,25,27.7%,2019-07-23
1236504,正正的世界,1.60,55.8万,64,<0.1%,9,91.2%,2019-07-23
1254277,一条狗的使命2,1.45,1.96亿,4,<0.1%,328,3.3%,2019-07-23
1238775,特别追踪,1.41,365.3万,41,<0.1%,7,53.3%,2019-07-23
1204720,妈妈咪鸭,1.37,3750.8万,2,<0.1%,564,1.5%,2019-07-23
78269,周恩来的四个昼夜,1.34,5943.0万,75,<0.1%,6,50.7%,2019-07-23
1208456,李保国,1.25,1263.2万,105,<0.1%,4,70.7%,2019-07-23
626524,精灵小王子,1.19,14.3万,1,<0.1%,549,0.9%,2019-07-23
1229534,银河补习班,4457.71,5.77亿,12,46.0%,113200,8.3%,2019-07-24
1189879,狮子王,1862.56,7.37亿,8,19.2%,70147,5.7%,2019-07-24
1218141,扫毒2天地对决,1571.19,12.51亿,8,16.2%,61088,6.7%,2019-07-24
345797,猪八戒传说,591.70,3856.2万,40,6.1%,2957,48.8%,2019-07-24
1198925,蜘蛛侠：英雄远征,492.88,14.02亿,7,5.0%,23003,6.3%,2019-07-24
1211345,爱宠大机密2,132.39,1.48亿,6,1.3%,7336,5.7%,2019-07-24
1229688,看不见的小孩,129.97,1197.8万,5,1.3%,10003,5.2%,2019-07-24
1219932,未来机器城,74.41,1558.7万,3,0.7%,10209,2.5%,2019-07-24
1203673,游戏人生 零,73.73,1271.4万,4,0.7%,7824,3.5%,2019-07-24
1229894,灰猴,55.55,321.5万,2,0.5%,12806,1.3%,2019-07-24
1212,千与千寻,25.72,4.86亿,5,0.2%,1845,5.4%,2019-07-24
1234382,周恩来回延安,17.48,2484.4万,32,0.1%,168,43.4%,2019-07-24
1234461,猪猪侠·不可思议的世界,15.96,3319.8万,4,0.1%,1387,3.9%,2019-07-24
414997,命运之夜——天之杯II ：迷失之蝶,15.06,2922.8万,4,0.1%,1465,3.7%,2019-07-24
1211698,碟仙,11.79,5231.1万,8,0.1%,552,9.4%,2019-07-24
1262593,八子,8.65,1954.2万,24,<0.1%,125,30.0%,2019-07-24
1217318,匠心,7.31,34.3万,40,<0.1%,57,63.5%,2019-07-24
1207254,鼠胆英雄,7.09,35.8万,121,<0.1%,13,56.0%,2019-07-24
246061,哥斯拉2：怪兽之王,5.85,9.34亿,5,<0.1%,398,5.5%,2019-07-24
1238775,特别追踪,5.69,371.0万,110,<0.1%,12,53.2%,2019-07-24
836,毕业那年,5.02,1336.8万,41,<0.1%,43,--,2019-07-24
1243361,烈火英雄,4.85,37.6万,102,<0.1%,14,67.3%,2019-07-24
643506,古镇画情,4.58,1434.5万,21,<0.1%,70,--,2019-07-24
1213186,黄玫瑰,3.80,779.0万,87,<0.1%,11,64.4%,2019-07-24
1283257,喜盈代村,3.63,71.1万,42,<0.1%,29,51.5%,2019-07-24
1230509,机动战士高达NT,3.10,850.0万,2,<0.1%,474,2.5%,2019-07-24
1204589,绝杀慕尼黑,2.90,9093.1万,10,<0.1%,119,14.4%,2019-07-24
330115,我和神马查干,2.86,2299.6万,14,<0.1%,80,--,2019-07-24
1235560,白蛇：缘起,2.78,4.35亿,1,<0.1%,1547,0.9%,2019-07-24
346172,九龙不败,2.73,1821.5万,23,<0.1%,94,61.9%,2019-07-24
487449,心灵的阳光,2.67,421.5万,34,<0.1%,25,80.3%,2019-07-24
1213262,素人特工,2.47,2238.9万,2,<0.1%,479,2.4%,2019-07-24
1239678,原来如此,2.26,423.4万,189,<0.1%,3,100%,2019-07-24
1285674,桂香街,2.17,7.2万,63,<0.1%,10,67.6%,2019-07-24
1211270,哪吒之魔童降世,2.11,6223.8万,47,<0.1%,7,74.5%,2019-07-24
1242130,古田军号,2.01,5.6万,129,<0.1%,5,100%,2019-07-24
1226558,跳舞吧！大象,1.88,66.6万,49,<0.1%,11,44.9%,2019-07-24
626524,精灵小王子,1.69,16.0万,2,<0.1%,543,1.3%,2019-07-24
1206829,音乐家,1.65,423.5万,41,<0.1%,12,41.3%,2019-07-24
592,狮子王,1.65,3.6万,4,<0.1%,147,--,2019-07-24
1254277,一条狗的使命2,1.61,1.96亿,4,<0.1%,351,3.1%,2019-07-24
1208456,李保国,1.58,1264.7万,132,<0.1%,4,66.1%,2019-07-24
1223584,学区房72小时,1.53,112.8万,22,<0.1%,20,100%,2019-07-24
1218727,何以为家,1.43,3.73亿,2,<0.1%,482,1.9%,2019-07-24
1204720,妈妈咪鸭,1.36,3752.2万,2,<0.1%,545,1.5%,2019-07-24
1236504,正正的世界,1.34,57.2万,59,<0.1%,8,79.7%,2019-07-24
1239281,港珠澳大桥,1.33,729.4万,35,<0.1%,13,47.6%,2019-07-24
1281621,花儿与歌声,1.30,355.3万,7,<0.1%,70,6.7%,2019-07-24
78269,周恩来的四个昼夜,1.17,5944.2万,78,<0.1%,5,73.4%,2019-07-24
338400,神奇马戏团之动物饼干,1.09,6506.2万,3,<0.1%,304,2.5%,2019-07-24
1240859,闯堂兔3囧囧时光机,1.04,348.8万,2,<0.1%,460,1.0%,2019-07-24
1229534,银河补习班,4160.44,6.19亿,12,43.2%,109214,8.0%,2019-07-25
1189879,狮子王,1683.60,7.54亿,8,17.4%,66014,5.4%,2019-07-25
1218141,扫毒2天地对决,1357.18,12.64亿,7,14.1%,56824,6.2%,2019-07-25
345797,猪八戒传说,701.94,4558.2万,50,7.2%,2900,63.6%,2019-07-25
1240752,小Q,444.66,1039.0万,8,4.6%,15560,7.9%,2019-07-25
1198925,蜘蛛侠：英雄远征,437.96,14.07亿,7,4.5%,21152,5.9%,2019-07-25
644501,隧道尽头,218.09,326.9万,6,2.2%,12291,6.0%,2019-07-25
1211345,爱宠大机密2,117.04,1.49亿,6,1.2%,7030,5.2%,2019-07-25
1229688,看不见的小孩,100.59,1298.4万,5,1.0%,8558,4.8%,2019-07-25
1219932,未来机器城,52.27,1611.0万,3,0.5%,8212,2.2%,2019-07-25
1203673,游戏人生 零,51.74,1323.1万,3,0.5%,6047,3.2%,2019-07-25
1234382,周恩来回延安,27.52,2512.0万,41,0.2%,211,49.1%,2019-07-25
1291012,为爱重生,24.00,58.5万,70,0.2%,92,--,2019-07-25
1212,千与千寻,21.47,4.86亿,5,0.2%,1638,5.0%,2019-07-25
1229894,灰猴,21.23,342.7万,2,0.2%,6629,1.0%,2019-07-25
1234461,猪猪侠·不可思议的世界,17.79,3337.6万,4,0.1%,1377,4.5%,2019-07-25
1262593,八子,14.28,1968.5万,33,0.1%,160,40.6%,2019-07-25
414997,命运之夜——天之杯II ：迷失之蝶,12.22,2935.1万,3,0.1%,1247,3.6%,2019-07-25
1217318,匠心,10.89,45.2万,39,0.1%,90,51.5%,2019-07-25
1243361,烈火英雄,9.73,47.3万,122,0.1%,20,62.4%,2019-07-25
1211698,碟仙,9.51,5240.6万,6,<0.1%,593,6.8%,2019-07-25
1284898,嘿，蠢贼,6.66,6.7万,58,<0.1%,29,46.2%,2019-07-25
1206829,音乐家,5.34,428.8万,112,<0.1%,12,100%,2019-07-25
1207254,鼠胆英雄,5.32,41.1万,83,<0.1%,14,48.0%,2019-07-25
246061,哥斯拉2：怪兽之王,5.22,9.34亿,5,<0.1%,355,5.5%,2019-07-25
836,毕业那年,5.06,1341.8万,47,<0.1%,38,--,2019-07-25
1204589,绝杀慕尼黑,4.78,9097.9万,18,<0.1%,111,27.4%,2019-07-25
1285674,桂香街,4.56,11.8万,63,<0.1%,22,70.6%,2019-07-25
643506,古镇画情,4.32,1438.8万,20,<0.1%,69,--,2019-07-25
346172,九龙不败,3.24,1824.7万,13,<0.1%,75,33.7%,2019-07-25
1235560,白蛇：缘起,2.83,4.35亿,1,<0.1%,1512,0.9%,2019-07-25
1283257,喜盈代村,2.78,73.9万,28,<0.1%,32,41.0%,2019-07-25
1230509,机动战士高达NT,2.76,852.8万,3,<0.1%,413,2.5%,2019-07-25
1226558,跳舞吧！大象,2.75,69.3万,21,<0.1%,39,37.5%,2019-07-25
330115,我和神马查干,2.67,2302.3万,12,<0.1%,81,--,2019-07-25
1277746,武陵山上的星光,2.56,381.9万,88,<0.1%,5,90.8%,2019-07-25
1243265,别岁,2.46,25.8万,109,<0.1%,7,100%,2019-07-25
487449,心灵的阳光,2.37,423.9万,32,<0.1%,24,65.0%,2019-07-25
1239678,原来如此,2.26,425.7万,189,<0.1%,3,100%,2019-07-25
1213262,素人特工,2.23,2241.1万,2,<0.1%,389,2.3%,2019-07-25
1233852,午夜废墟,2.00,228.8万,143,<0.1%,2,--,2019-07-25
1213186,黄玫瑰,1.84,780.9万,66,<0.1%,7,79.1%,2019-07-25
1238775,特别追踪,1.82,372.8万,27,<0.1%,14,44.9%,2019-07-25
1208456,李保国,1.62,1266.4万,66,<0.1%,8,56.6%,2019-07-25
1254277,一条狗的使命2,1.54,1.96亿,4,<0.1%,343,3.1%,2019-07-25
592,狮子王,1.51,5.1万,4,<0.1%,119,--,2019-07-25
1239281,港珠澳大桥,1.51,730.9万,45,<0.1%,10,37.4%,2019-07-25
1236504,正正的世界,1.36,58.6万,61,<0.1%,8,81.7%,2019-07-25
1218727,何以为家,1.30,3.73亿,3,<0.1%,391,2.2%,2019-07-25
1204720,妈妈咪鸭,1.29,3753.5万,2,<0.1%,524,1.4%,2019-07-25
1256754,丢人,1.22,6.3万,46,<0.1%,9,42.8%,2019-07-25
1281621,花儿与歌声,1.21,356.6万,7,<0.1%,72,6.0%,2019-07-25
1240859,闯堂兔3囧囧时光机,1.20,350.0万,2,<0.1%,493,1.0%,2019-07-25
1230126,大河唱,1.09,222.7万,21,<0.1%,17,40.6%,2019-07-25
1281297,上海的女儿,1.05,35.6万,25,<0.1%,15,30.2%,2019-07-25
626524,精灵小王子,1.04,17.1万,1,<0.1%,474,0.9%,2019-07-25
1211270,哪吒之魔童降世,14449.85,2.06亿,31,63.5%,128561,19.8%,2019-07-26
1229534,银河补习班,2971.95,6.49亿,20,13.0%,44706,16.5%,2019-07-26
