,mayili_comment
13825,爱我女神，你是勇敢的夏琳，更是蜕变后的罗子君。一别两宽！赞同你的婚姻里没有对错，只有适合不适合。这样的年纪，选择素颜，本身就是自信的，美丽的会有贺涵来爱你，去疼你，我会一直祝福你 
13826,@马伊琍 姐希望你幸福！同时永远的爱你❤️ @马伊琍 。 
13827,永远爱你😍智慧女神 
13828,破镜难重圆，加油女神 
13829,你值得拥有更好的，挺你 
13830,很喜欢你这段话，放下了，可以跟她说“一别两宽，各生欢喜！”虽然她已经是别人的妻子，别人的母亲。 
13831,心痛 
13832,两个人将就在一起，还不如高质量的独处 
13833,得之你命，不得你幸 一别两宽，各生欢喜 伊琍，你值得拥有更好的 
13834,你值得更好的 
13835,终究还是离了 
13836,女神加油！ 
13837,爱情意味着要么得到一切，要么全无。爱情是完整的，否则它就不存在。我在这里，他在另一边。你必须站在我这边，而不是站在中间。——米兰.昆德拉 
13838,当然女人也可以不结婚，也可以很幸福！但是我还是希望你可以找个爱你❤的男人好好和你过下辈子。 
13839,我觉得你是无怨无悔了， 该自由自在的生活了  不被束缚 
13840,❤ 
13841,没事，你那么优秀，会更好的 
13842,看哭了 
13843,有种很难过的感觉 
13844,坚强，加油。永远支持你！@马伊琍 
13845,你要好好的 
13846,终究还是一别两宽，各自欢喜。生活常态，不过这也好，勉强在一起的感情都是在浪费青春。往后余生可以得到更好的追求。祝福你前行的路上遇见更适合自己的伴侣。 
13847, 
13848,加油 
13849,往后，你要幸福 
13850,你那么独立，那么优秀，你值得拥有一切的美好！！支持你司令！！ 
13851,不知道我还能坚持多久？你曾经是我唯一坚持的理由和榜样，加油！你值得更好的。余生终会遇到一个爱你如命，视你为宝的人。 
13852,离开文章 你会遇见更爱你的人 
13853,我的女神值得更好的。 
13854,感觉很可惜，一直都很喜欢你们两位，加油吧！ 
13855,应了个景 
13856,加油！ 
13857,人跟人就是不一样，马伊琍跟文章对比王宝强跟马蓉！同样是娱乐圈得人差距杂就这么大呢！我喜欢马伊琍高素质， 
13858,终于不再是李现的热搜了！天天看着烦！ 
13859,你只会越来越好加油 
13860,HUAWEI
13861,马司令，你一直是我喜欢的女神，不管怎么样，希望你幸福 
13862,你可以找到更好的，优秀的男人是不会辜负你 
13863,恭喜我会一直爱你的！ 
13864,回复@Leo郭龙:发现@ 过我的也都没有了 原谅我会慢慢放下 
13865,为什么 
13866,我是你这边滴 
13867,🐴 
13868,卧槽 
13869,往后的日子，一定会有一个更好的人在等你 
13870,还是震惊了  马老师要幸福啊 
13871,这么多年还是离了，唉 
13872,还是觉得好可惜 
13873,你一定要好好的啊加油加油加油 
13874,下一段幸福的开始，加油 
13875,喜欢您十几年啦，喜欢您演的戏，一直默默喜欢您 
13876,不希望你们分开 
13877,加油 
13878,爱你十年 往后依旧 
13879,你值得拥有更好的@马伊琍 
13880,你要好好的 
13881,加油！我相信罗子君会遇到贺涵的 
13882,心疼你，犹如心疼我自己 
13883,还是离了 
13884,加油💪 
13885,默默的祝福，愿一切安好。 
13886,希望姐姐你越来越好 
13887,希望你以后的日子会幸福 
13888,回复@赵天天:女人一定要自立！夫妻间能走一辈子最好，不能，自己一定也要好！ 
13889,加油，姐姐(๑°3°๑) 
13890,“同行半路一别两宽，余生漫漫，依然亲情守候”此情有憾，然无对错往后各生欢喜。曾经的且行且珍惜，终究是爱已成往事 
13891,恭喜恭喜 
13892, 
13893,回复@赵天天:国家二字好高大上！ 
13894,不要难过 你值得更好的 
13895,年龄差距也是硬伤，后又加上感情裂缝。分了也好。 
13896,不是且行且珍惜吗？一别两宽啦？ 
13897,好好过 
13898,寻找自己的幸福吧女神 
13899,希望你幸福 
13900,终究还是离了…… 
13901,挺你马司令，活的真实勇敢！ 
13902,我晕…… 
13903,人生最长久的收获，其实就是珍惜。不珍惜你的，说了珍惜也会离开，能珍惜你的，不说珍惜，也会一直在。知缘惜缘才得真缘 ，将心比心才有知心。 
13904,我不知道，怎么感觉闷闷的 
13905,支持你 
13906,加油，你会更好的 
13907,流泪了很久，加油 
13908,啊？ 
13909,冷暖自知 
13910,好难过伊琍要好好的 
13911,女神要永远开心幸福！ 
13912,回复@娜拉zhang:我也觉得，离了大家可能过的更幸福，对孩子也好 
13913,有些结局早已注定 
13914,你的前半生 
13915,终究离了上学的时候就好喜欢你们，现在上班了还是一如既往喜欢你们，愿各自安好吧 
13916,回复@小豆豆的豆豆糖:作为家庭主妇 婚姻出了问题 更应该讨厌自己选的男人 和选错男人的自己 两个人不一起守护婚姻 第三者将无穷尽 
13917,纵然百般迁就，结局早已注定。回首过往，突然好心疼你！ 
13918,你我深爱过，努力过，彼此成就过。我太能理解这句话了，余生安好，一别两宽。刘 
13919,终于装不下去了 
13920,是不是不能相信爱情了 
13921,祝愿马司令以后幸福！ 
13922,以后要幸福呀 
13923,一直爱着你们 只愿各自安好 
13924,般配的一对头像，哎 ¡评论配图 
13925,额 
13926,哎， 
13927,且行且珍惜 
13928,生活还要继续，继续加油！ 
13929,想起昨天看到的施南生和徐克的故事！ 
13930,刘娟，我爱你。我知道我们也可能会面临这一天、如果你能看见这条的话、可以给彼此一个机会嘛？ 
13931,祝好 
13932,还是希望你们在一起，愿往后各自安好！ 
13933,心疼我的女神，我心里真正的演员，艺术家，榜样。加油！ 
13934,和好容易 如初太难💔 
13935,宝贝 我们一直在 
13936,依然相信爱情，每个人在承诺的时候都是真心的。 
13937,“此情有憾，然无对错。” 这八个字精辟、洒脱、意味深长，犹如当年“且行且珍惜” 。太太太欣赏如此大气的女人！祝福余生 
13938,支持华为………… 
13939,以后会更加幸福！一定要开心！永远支持你！ 
13940,祝你幸福 
13941,你的后半生将会更精彩，加油，女神！ 
13942,以前羡慕这段感情，如今心疼这段感情，一个各自欢喜，道尽别离 
13943,你值得更好的。 
13944,我曾经最爱的一对 
13945,哎，占个位置吧 
13946,爱你演的《奋斗》 
13947,加油 
13948,加油女神，老公，孩子，家人，都靠不住，唯有事业，姐姐你要快点出演好的作品展现给大家 
13949, 
13950,你曾爱过他，原谅过他，理解过他，为你们的婚姻，为孩子试图的挽回过，你把时间，自由给了你爱的人，我想做出这样的决定，你不会后悔了，支持你，以后不管你怎样，都要幸福 
13951,有些结局是命中注定，无论我们怎么挣扎，都改变不了宿命 短短几十年，还是走自己的轨迹，活自己的样子吧，愿你和你们余生各自安好，笑看红尘，加油 
13952,如人饮水，冷暖自知。 爱，拥有时，全世界都是温柔的；离去时，也莫留念，下一站更好！ 
13953,说不出的难过，知道你现在一定很难过。很喜欢你们。希望，往后余生，开心是你，幸福是你。加油！ 
13954,你值得更好的，加油 
13955,总是离了，其实当初就不该原谅他 
13956,要幸福哦 
13957,愿你余生只剩欢喜 
13958,回复@元气少女叶素芬:相信组织 
13959,一别两宽，各生欢喜。加油，我的女神。 
13960,你值得更好的 
13961,祝你余生幸福 
13962,喜欢你跟陆涛 
13963,各生欢喜  后半生安好 
13964,支持华为 
13965,愿以后我们都幸福 
13966,终究还是分开了 
13967,往后余生会有更优秀的人去爱你，加油，女神 
13968,加油💪 
13969,喜欢你你的大气，喜欢你的包容，喜欢你的智慧，喜欢你的忍忍，你就是你，不一样的伊琍！ 
13970,希望你越来越好 
13971,破镜怎么可以重圆 
13972,女神，你要永远快乐 
13973,爱你 
13974,以后你如果遇见了喜欢的人，希望你还会去试着去接受～一段旅程总会有遗憾，总会有那么一站路让人难忘……你会更好 
13975,女神别怕 贺函来了 
13976,好好生活，支持你的选择 
13977,就像纸皱了，即使烫平了。心里的裂痕还是无法恢复。 
13978,加油 
13979,我爱的女神，支持你 
13980,没有文章，你会过得更好 
13981,愿你一切都好 
13982,女神加油，像罗子君一样勇敢去寻找自己的幸福，不要被世俗牵绊，不要有心理负担。 
13983,祝找到新的幸福 
13984,各自安好，不爱不恨就挺好。 相信你一定会有属于自己的幸福，我的偶像 
13985,下辈子做个别站在聚光灯下的姑娘 
13986,心疼 
13987,心里轻松，好好的，会更好😘 
13988,戏子就是情多 
13989,你值得拥有幸福。 
13990,爱你的人依然会在，往后余生愿你快乐😊 
13991,文章你特么当初咋说的，最好的年华都特么给了你，文章你是人么？ 
13992,剃刀还拍吗？ 
13993,加油加油 
13994,回复@靓窄窄:我天，终究还是分开了 
13995,刺刀还是很好看，马伊琍还是很聪明，文章还是有点才。 
13996,回复@赵天天:你真爱国啊老铁 ^_^ 
13997,永远爱你 
13998,论二位的演技和作品都不错，这两天也把我的前半身看了一遍。婚姻真的特别难经营，愿后半身都能好好过吧！ 
13999,加油！ 
14000,伊琍姐姐，当初你的一句且行且珍惜，到如今的各自两路，相信你在这段时间内很不容易，到现在的这个决定也是做出了很大的决心，我们支持你的决定，并祝福你以后能和文章各自幸福 
14001,你值得拥有更好的爱 
14002,昨天就有报道说他们俩离了，今天就官宣了 
14003,人心所向 
14004,放过自己 你值得更好的 
14005,对于孩子来说，最终都是错的！我体会很深，余生各种体味吧。 
14006,干得漂亮 
14007,且行且珍惜的苦楚只有自己清楚，分了吧 
14008,时间是最好的良药！孩子是最贴心的棉袄！事业是最财帛的财宝。加油。 
14009,祝福你！你的努力大家都看到了！今后请幸福下去！ 
14010,一定是因为限购，想多买2套房 
14011,祝你们各自都好。 
14012,突然有点心痛… 感情有了裂痕就真的很难如初了 
14013,为你高兴女神，你值得更好的！ 
14014,💠感情都是前世的因果，感情里有恶缘有善缘，菩萨叫你们看淡，是叫你们看清楚人家对你好或者不好，你还以为是真的，以为是现在做出来的，实际上只不过在还债或者欠债，所以不要钻进去。  🌸wenda20120624A 26:00🌸 
14015,过好自己的下半生，祝福你 
14016,此情有憾，然无对错！ 有些事，一旦做了，感觉没什么，但，就像一根刺，戳在胸口，隐隐作痛，即使拔掉，也有个伤口，伤口愈合，也有一粒疤痕！ 愿你们各自安好！ 
14017,@法律人戴鹏 
14018,最好的妈妈！ 
14019,你值得拥有更好，不给自己留遗憾，你就是完美！ 
14020,终究还是离了！ 
14021,愿安好❤️ 
14022,太意外了！婚姻还是勉强不来，女人当自强！ 
14023,哭了 
14024,心疼 好好爱自己爱孩子 
14025,？ 
14026,加油。。。 
14027,看来是真的过不下去了，一别两宽，各生欢喜 
14028,往后余生要更快乐🌹🌹🌹🌹🌹🌹🌹🌹 
14029,各自安好 
14030,果然是早晚的事 
14031,一别两宽各生欢喜吗？ 
14032,马司令，支持和理解你！ 
14033,女神，下半辈子一定要幸福下去啊！🙏🙏🙏 
14034,你值得更好的 
14035,祝福 
14036,哎，还是分开了。 
14037,终于还是离了，破镜难重圆 
14038,破碎的镜子再怎么粘和也是会有裂痕的，有些事就是这样，发生过的事，永远都不能当做没发生过一样，各自安好吧！ 
14039,女演员中最喜欢的两个 马伊琍孙俪。还有陈数 
14040,加油！ 
14041,你值得拥有更好的人生， 
14042,回复@不好意思请叫我缺心眼子:以为不会离 
14043,好好的，你一直都没有在靠他生活 
14044,why 
14045,也好，不愿意你受委屈，加油，去找自己的幸福吧 
14046,2个孩子，当初风浪那么大，都选择了原谅守护。其实虽然经历了负面，但内心善良的大家还希望你们真的是破镜重圆了，不过，鞋合不合脚毕竟只有脚知道，惋惜 
14047,最终且行且珍惜。是一句神话！ 
14048,还是离了 破镜难重圆啊。。 
14049,回复@在路上dobest:浮！躁！ 
14050,终于离了。。。。 
14051,没事，等你 
14052,多关心孩子 
14053,终归是破镜难圆 
14054,寻找属于自己幸福的后半生 
14055,你会更好的，加油！ 
14056,永远支持你  
14057,应该是放下了，文章当年的道歉都是假的吧，如今都删掉了，这种伤害才是最痛的 
14058,那么优秀的你怎可让玷污了。恭喜你了，以后海阔天空任你闯。 
14059,为嘛好想哭 
14060,回复@小野子的远方:你解脱了？ 
14061,马司令，奔向属于自己的幸福吧 
14062, 
14063,裂痕难磨平   破镜总归难重圆    
14064,你依然是最好的 
14065,支持你 
14066,你要好好的！好好爱自己！ 
14067,这场婚姻早就名存实亡了。这样挺好 
14068,不要埋怨已经发生的事情，要么就改变它，要么就安静的接受它。人有个好的心态，才能享受人生。幸福很远亦很近…… 
14069,裂痕终究是修复不了的，加油 
14070,依然爱你。 
14071,依然祝各自都幸福。 
14072,回复@赵天天:我爱你祖国 
14073,且行且珍惜 
14074,哎，破镜难重圆啊 
14075,以后要幸福 
14076, 
14077,加油＾０＾~ 
14078,愿以后各自安好 
14079,不管什么样，我们只愿你开心幸福。 
14080,余生很长 会有那个对的人出现的 
14081,越来越好 
14082,回复@赵天天:我爱你中国，亲爱的母亲 
14083,愿此生再无辜负，一切安好 
14084,还是离了，诶 
14085,啥 
14086,祝幸福 
14087,"You deserve best, cheer up.  "
14088,加油💪 
14089,回复@豚豚0718:你哭了吗 
14090,永远爱你 
14091,祝往后各自幸福 
14092,破镜难重圆，各自安好 
14093,好难过，希望你能幸福！ 
14094,至少两人曾努力过 
14095,虽有猜到，但今天看到还是很难过。 
14096,要幸福 
14097,你是一位勇敢的妈妈，更希望你是一位自由的美女 
14098,回复@赵天天:对，只有国家 
14099,什么情况 
14100,祝你幸福 
14101,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
14102,家有小棉袄♥要幸福 
14103,要幸福。 
14104,@情花56601: 没什么信不信，双方夫妻尽力没有遗憾就好，还有，有钱很重要，在不能当别人公主的同时，一定要当自己的女王🙏 
14105,我还以为是假的。唉！ 
14106,加油 
14107,觉得挺遗憾的，在看《奋斗》认识你们，你们历经那么多风雨，却没走到最后。 
14108,一别两宽各生欢喜 
14109,离开他，你会过的更好 
14110,爱你🤟 
14111,你值得拥有更好的  加油 
14112,要男人有什么用，两女儿足够辉煌后半生，照样幸福的一塌糊涂！ 
14113,爱情可以相信一时但不能相信一世，发誓是诱人的，时间是最真实的见证人，🈶爱情🈶事业是双丰收，没有爱情🈶事业，还能找到出路，可怜的是放弃事业的基础上还丢了爱情，那是多么痛的领悟！真正懂你的只有经历过的人！ 
14114,回复@赵天天:我爱你😘中国 
14115,回复@赵天天:秀儿， 
14116,喜欢的两位演员，听此消息心有种落空的感觉…… 
14117,支持加油 
14118,开始新的绽放吧 
14119,对于吃瓜的我们，首先这不是一个好消息，但对于当事人来说有可能卸掉了这几年背负的硬壳。官宣之前你已有了充分的思想准备，余生不长，怎么高兴怎么来，但毕竟有过当初的白头偕老，所以此刻内心肯定有憾，活好自己——致我喜欢的女演员 马伊琍 
14120,心塞塞 
14121,祝福你 
14122,好好的 
14123,往后的人生会更加精彩，希望你能收获不一样的幸福 
14124,至高至明日月，至亲至疏夫妻。  
14125,回复@赵天天:兄弟你牛逼 
14126,你们都用华为手机耶✌ 
14127,你的前半生坎坷已经过去了，后半生平坦大道！ 
14128,终究还是分开了💔 
14129,加油 
14130,永远无条件支持你 
14131,抱抱司令 
14132,要好好的 
14133,一直喜欢马伊琍❤️  
14134,难过，做出这个决定异常艰难吧！带孩子休假。。。。 
14135,总有这种准备，可是依然是很伤心 
14136,支持你  伊琍 
14137,要好好的 
14138,琍姐加油💪 
14139,各自安好 
14140,女神 
14141,"回复@赵天天:本评论，只是感叹一下，没有任何其他的意思，也没有要""攻击""其他明星的意思，希望不要对号入座。他们都是我喜欢的演员。希望都各自安好，做最好的自己。如有一些朋友看了心里不舒服，我小赵在这里诚恳的说一句""抱歉""！最后一句"
14142,马伊琍，余生一定要现在更幸福！ 
14143,往后会越来越好 
14144,深情之人，难以释怀，一别两宽，各自幸福！加油！ 
14145,加油，马伊琍，我们支持你 
14146,@-邵文倩
14147,都坚持了那么长时间了，何不再继续么 
14148,伊琍姐姐，人是生而独立的，这点我深知。祝你今后事业越来越好，也祝你能幸运地找到属于自己的“贺涵”！！ 
14149,解脱 
14150,女神，加油 
14151,相信你值得拥有更好的，加油！ 
14152,有裂痕的爱怎么重盖？   但愿余生不再有辜负！ 且行且珍惜。 
14153,希望你们各自安好 
14154,“此情有憾，然无对错”，特意替文章脱罪最后一次保护你。 
14155,是我喜欢的马伊琍 挺你 
14156,幸福在未来，加油。 
14157,喜欢你，加油💪 
14158,好心疼，伊利，愿你以后生活的更好 
14159,祝你幸福 
14160,你一定要幸福，我最喜欢的女演员。 
14161,各自安好！ 
14162,马司令就是马司令，活的坦坦荡荡，明明白白 
14163,感觉挺遗憾 
14164,一开始众网民就没看好，经历了那么多最终还是离了，感觉心情沉重 
14165,回复@yangdianchaohh:我也是 
14166,一别两宽，各生欢喜 
14167,能娶到你，真是修了八辈子的福，怎么会这样 
14168,好好爱自己 
14169,加油 
14170,各自安好，安抚好孩子是重中之重！ 
14171,加油！～ 
14172,加油 
14173,回复@赵天天:承诺太多根本没用   只有真真切切的做到了才算是真实可靠的 
14174, 
14175,你要好好的 
14176,强扭的瓜不甜，还是找更合适的吧 
14177,哎，最终结果，随缘就好，不强求，祝福你们都幸福 
14178,回复@赵天天:o 
14179,加油哦，余生好好爱自己！ 
14180,开心就好。我做好了要与你过一辈子的打算，也做好了随时要走的准备，这大概就是最好的爱情观，深情而不纠缠！ 
14181,不合适的两个人即使在一起也会分开 
14182,文章赚钱能力不如以前了 
14183,女神加油，一定要幸福 
14184,马伊琍一定会守护两个孩子。不知道文章会不会跟那个女的结婚？ 
14185,有点难相信 
14186,转发微博 
14187,搞不懂，为什么？ 
14188,佩服你 
14189,社会太放纵了 
14190,且行且珍惜 
14191,其实分开不一定是最糟糕的，既然过不下去了，放彼此一条生路，各生欢喜挺好！ 
14192,往后余生你会过得更好，祝福你。 
14193,辛苦了，姑娘。 
14194,这个世界真的没有爱了，伤心😭 
14195,加油，马老师，永远支持你 
14196,各自安好吧！    18735742838 
14197,加油＾０＾~我利 
14198, 
14199,抱抱，加油💪 
14200,一切随缘，无关对错！余生很长，过好自己！一直喜欢你！ 
14201,心疼我的女神，好好的 
14202,琍琍，终于还是走到了这一步，是的，此情有憾，但无对错，没办法有些事再努力也改变不了结果，你一定要幸福！ 
14203,回复@赵梓昂的小仙女:我也觉得 
14204,早晚要离。祝福你女神！！ 
14205,43岁最好的礼物！你值得更好的。 
14206,温柔而坚定，是一个女人最棒的样子。 婚姻真的就只是一种形式罢了…… 所以，我一点也不期待婚姻，我期待的是爱 
14207,往后余生，你还有父母，还有孩子，还有我们！我们一路相伴 
14208,心疼你们俩，都好喜欢，你们都要各自好好的各生欢喜。 
14209,希望你能遇见属于你的贺函！ 
14210,这个社会怎么了，还有爱情相信吗？ 
14211,是他的错，怎么说无对错，你现在可以安心做你喜欢的事，你的作品我都爱看，身体保养好一切都好，其它都是浮云！ 
14212,回复@我是谁T的宝贝:你值得拥有更好的❤️ 
14213,马司令一直是我最喜欢，最欣赏的女演员没有之一 
14214,好聚好散，但为了孩子也应该保留那份亲情 
14215,一直很喜欢你 
14216,很遗憾，往后都属于你们各自！ 
14217,眼睛里是揉不得沙子的 
14218,唉！@马伊琍 @文章同學 为什么会是这个结局！我真的不敢相信爱情了！想想你们以前是那么地恩爱，现在却曲终人散。这是为什么？难道人都会厌倦平淡的生活吗？还是都会喜新厌旧？我们的美好未来不就是和另一半慢慢变老吗？为什么都走到一半却坚持不到最后呢？为你们感到可惜！ 
14219,你会遇到属于自己的贺函 
14220,努力过即无憾，往后余生淡定从容，你值得幸福 
14221,怎么忍心伤害你，我的女神 
14222,放弃一棵树还有一大片森林，你值得拥有更好的。 
14223,马司令好好幸福 
14224,今天周日民政局上班吗？ 
14225,一切都是最好的安排 
14226,老马    你是我的偶像   拿的起放的下   爱你哈 
14227,你值得更好的，亲😊 
14228,我哭了 
14229,破镜终难圆 
14230,这一天还是来了 
14231,马伊琍值得更好的！你能把女儿培养的那么优秀，就是最好的！ 
14232,愿你们各自安好 
14233,加油，你值得更好的 
14234,心疼马伊琍 
14235,心疼你，以后一定要好好幸福下去 
14236,加油 
14237,最终还是离了，伤疤有了就算修复还是有缝隙，可惜了，男人们，有的时候别太冲动，因为你的冲动可能会使一个幸福的家庭就没了 
14238,破镜不能重圆，重圆也有裂痕，为马伊琍的选择和勇气点赞👍接下来，为自己的精彩而活 
14239,我与春风皆过客，你携秋水揽星河 
14240, 
14241,会更好的 
14242,祝你安好 
14243,好好的 
14244,回复@-邵文倩:舒痕胶难道不好用吗？我安小鸟不服 
14245,女神 要更幸福快乐。 
14246,再不相信爱情系列 
14247,回复@赵天天:优秀优秀 
14248,祝福一下 真的不值 
14249,你是我最爱的马伊琍❤️ 
14250,终于离了 
14251,离得好，一次不忠百次不用 
14252,一句且行且珍惜永远抵不过现实的摧残～ 
14253,太难过了，你们曾经是我最喜欢的夫妻。还是希望你好好的 
14254,早就应该离！ 
14255,曾经最爱的你们 
14256,回复@赵天天:去找 “贺涵”吧 😄 
14257,现实不过如此 破镜很难再重圆 
14258,太可惜了！祝福你们吧！ 
14259,回复@赵天天:康康社会主义的做法 
14260,两个女儿内心不希望你们分开！ 
14261,回复@赵天天:黑的好 
14262,一别两宽 
14263,加油！独立的个体 
14264,热搜这么快就消失了？ 
14265,遗憾!我很喜欢的两位演员，《奋斗》热播的时候，我特意去减了夏琳的发型，甚至夏琳成了我的网络里的名字。文章……我曾经很喜欢……祝福！ 
14266,今后请继续一个人的精彩，他只是个意外。 你值得更好的 
14267,一段感情 从开始到结束，怎么会没有对错，所谓 没有对错 只是避重就轻的说法，只是因为覆水难收后，再纠结对错好似已经没有了意义。可是，真的没有意义吗？用力爱过也用力恨过，幸福过也痛苦过，平和地说再见是体面，客观地总结对错是成长。 
14268,终于公开了 
14269,加油！ 
14270,祝你幸福 
14271,转发微博 
14272,一个让你，愿意“用❤经营”，但却不需用力，能够平和淡然地相处的人和感情才是真正的舒服和幸福吧。 往后，各自安好，也独自绽放。 前半生，轰轰烈烈的浪漫。后半生，平平淡淡的心安。❤ 
14273,太好了，你要幸福噢！好好照顾自己！ 
14274,真的不相信 
14275,真的是我的女神啊，女神你要加油！ 
14276,真的是 前半生 ，哎。。。你值得拥有更好的人去爱！加油，伊利 
14277,坦然 大气  
14278,惊了我惊了我 
14279,你的后半生会更加精彩 
14280,回复@肖宁:说的道貌岸然 
14281,这是我见过最文艺的分离 
14282,好难受啊，有过裂痕的婚姻终难恢复，再有智慧的女人也不可能挽回 
14283,一个人时 善待自己 两个人时 善待彼此 一切都是最好的安排 
14284,心疼马伊琍！！！ 
14285,真离了呀 
14286,终于放下了，余生很长，好好爱自己 
14287,最终还是没有挺过去 
14288,遗憾 
14289,你会活得更好！ 
14290,中间有个裂痕，在怎么修复，也是有疤痕的，恢复不到以前的样子了 
14291,事實證明
14292,且行且珍惜 
14293,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
14294,回复@赵天天:这几句到底谁是原创，别人也有发这几句 
14295,你终于想开了 
14296,愿你一切安好！ 
14297,我要再看一遍，我的前半生！ ¡评论配图 
14298,一别两宽。放下了就是幸福 
14299,且行且珍惜 
14300,大气如你，虽有遗憾，终究爱过，经历过，无对错，成长需要过程！往后余生快乐就好！爱自己多一点！ 
14301,突然间有种想哭的感觉，好难过！ 
14302,无比的惋惜，希望俩人各自安好。 
14303,变了心的男人终究是九头牛也拉不回来的，唉 
14304,        知道凡人和事，没有永恒不变，一念阴阳。唯一把握得住的，便是眼前的时光。 
14305,往后多为自己  心疼你 
14306,你会更好 
14307, 
14308, 
14309,熬了那么久很不容易了，以后会越来越幸福的 
14310,马伊琍姐姐以后一定会有更好的幸福等着你，你值得拥有更好的。特别喜欢您 
14311,果然女的比男的大太多不是什么好事，随着时间的流逝，女人逐渐老去，而男的都喜欢嫩的 
14312,回复@YL丶雅麗:去找“贺涵”吧 😄 
14313,鹊桥仙／翁元龙 天长地久，风流云散，惟有离情无算。 从分金镜不成圆，到此夜、年年一半。 轻罗暗网，蛛丝得意，多似妆楼针线。 晓看玉砌淡无痕，但吹落、梧桐几片。 
14314,我们深爱过为这段感情努力过期间彼此互相成就过；在这份感情面前，没有对和错；往后余生，各自都将开始新的生活。 
14315,且喜欢且珍惜 
14316,女神支持你 
14317,从高中在电视上第一眼看见你，就被你的气质所吸引，往后看你所呈现出的作品，被你的演技所折服，我相信，演技这么精彩的你，往后余生也会很精彩！永远支持你，加油！ 
14318,独立坚强果敢的女人 
14319,@不怎么成熟a: 终于离了//@-邵文倩:果然感情有了裂缝后再努力也不能如初了 
14320,祝福往后的路更幸福 
14321,各自安好 
14322,穿上美美的裙和水晶鞋，前路依旧美丽，依旧潇洒，依旧美好可期！ 
14323,回复@小哲love小魔豆:什么叫更好的、文章难道就很差嘛！不够好当初会在一起嘛！安慰人注意用词 
14324,前半生已无法改变，愿后半生安好 
14325,各自安好 
14326,女神要幸福 
14327,😘😘依然是我们的马司令自由自在的马司令 
14328,愿马姐姐早日找到珍惜你的人，余生太长，莫负年华 
14329,一种默默的悲伤感 
14330,也挺好，祝福一切安好 
14331,回复@赵天天:社会主义好 
14332,愿你的后半生能够找到一个深爱你的人，祝福你@马伊琍 
14333,真的没有谁离不开谁，一辈子很短，活得自我就好 
14334,终究是忍不过去了！ 
14335, 
14336,不愿相信这是真的！ 
14337,回复@晨妍cynthia:是的，只有经历过才知道。 
14338,终于 
14339,支持你，文章不值得 
14340,天呐天呐天呐天呐天呐天呐天呐我 
14341,我最难过的一对 真的 好难过 不知道为什么 
14342,祝大家永远快乐幸福 
14343,所有人在发誓的时候都是真的觉得自己一定不会违背承诺，而在反悔的时候也都是真的觉得自己不能做到，所以誓言这种东西无法衡量坚贞，也不能判断对错，它只能证明，在说出来的那一刻，彼此曾经真诚过。 
14344,你看，你也尽力了吧，我也尽力了 
14345,早就该离了，那样的人还忍那么久 
14346,终究还是离了！挺好！ 
14347,一句然无对错真大度 
14348,无论结果如何，都希望往后余生好好爱自己。永远爱你❤ 
14349,想哭 为什么会这样 马司令加油 
14350,这才是还有的结果 
14351,愿各自安好 
14352,听到此消息 内心久不能平静   所期望的总是不如所愿  娱乐圈我最喜欢的俩个人 
14353,且行，且珍惜❤ 
14354,靴子终于落地了 
14355,好聚好散 
14356,加油，为母则刚，你会遇见更好的 
14357,马司令，支持你，后半生会更精彩！ 
14358,加油，你没问题的，一别两宽，各生欢喜，我们一直都在，永远支持你🙏 
14359,哎 
14360,唉…… 
14361,人这辈子，开心就好！ 
14362,哎 
14363,麻溜得换个头像 
14364,有担当才是真男人 
14365,终于解脱啦 
14366,㊗️好 马司令 
14367,欣然接受，在贵圈里感受到了你对感情的认真，那就余生各自安好吧，女人加油！ 
14368,余生好好爱自己 最优秀的女人@马伊琍 
14369,祝福 
14370,加油 
14371,一别两宽！有了缝的婚姻，过不好的。@马伊琍 
14372,我的前半生演的真好 
14373,曾盟大片海，还誓数座山。甜言并肩走，蜜语手互牵。男女相愉悦，两愿共脱单。慨叹所谓爱，俨然把书翻。最终弃旧爱，末了觅新欢。 
14374,既然且行且珍惜无果，那就各飞各欢喜！花开花谢，缘起缘落，顺其自然，放飞彼此！愿多爱护小孩，让他们一样快乐成长！ 
14375,回复@-邵文倩:是啊，彼此只要有了嫌隙不管再怎么样终究还是很难释怀，纵使自己努力不去想但终究还是在心里落下了个印迹 
14376,且行且珍惜 
14377,因为你爱孩子 为了孩子 忍了这么多年 他还是失信了 哎 可惜 因为当初很看好你们 所以很失落 虽然你们是明星但你们一样也是人 一样的菜米油盐酱醋的日子 
14378,最担心的事情还是发生了 
14379,女神加油 
14380,往后余生 开心就好。 
14381,贺函在远处拿着伞等你 
14382,真羡慕明星 说离就离 
14383,你绝对是我心中女人的完美形象，敢爱敢恨，独立自强 
14384,你俩家家，游戏结束，无分优劣，曲终宴散。 
14385,各自安好吧！ 
