,wenzhang_comment
13022,果然 什么都会变 … 
13023,回复@电動马达哟:好烦那种翻旧账的人 因为人犯了一个错误就否定他的全部十几年来如一日的网络暴力 就算知错就改也不行 非要把人逼成反社会人格才算好 
13024,不管怎样  祝你们彼此幸福  期待你的作品 
13025,好可惜(✪▽✪) 
13026,破镜难重圆，终究还是修复不了那道裂痕 
13027,加油↖(^ω^)↗ 
13028,再怎么伤疤还是有的，你的过错伤害了一个家庭，最重要的还是孩子，你既负于她，那就好好祝福她吧！ 
13029,此情有憾，然无对错，各自安好 
13030,这些年你们为难彼此了…终于也是解脱了… 
13031,我不相信这是真的 请你撤回这篇微博@文章同學 
13032,还是离了…… 
13033,以后要开心 
13034,我爱伊琍…… 
13035,谁知道因为啥呢，家家有本难念的经，可能真的因为保护孩子吧… 
13036,你看，居然还有人相信爱情 
13037,终于还是离了 
13038,图片评论 ¡评论配图 
13039,还是离了 
13040,爆了爆了 
13041,想哭一会儿，不想说话 
13042,哎，看来前段时间拍到文章带疑似yaodi女子看剧都不是捕风捉影 
13043,我觉得文章还是爱马伊琍的，马伊琍还是没能原谅他 
13044,既然离了就赶紧去姚晨吧，别再负了人家 
13045,不会是又有什么新电视剧了吧，头像都感觉像情侣 
13046,回复@一隻香蕉牛奶:谢霆锋和张柏芝的不一样啊！兄dei 
13047,为啥用繁体？ 
13048,始终还是适合彼此，例如头像 
13049,文章大哥，珍惜以后的生活 
13050,各自安好，期待作品 
13051,可能你们也会心痛吧，感情都在心里。 
13052,当时你被曝光，肯定也是有人弄你，谁弄的你，装的好无辜的人。离了也好，省的让别人算计。 
13053,"My love, Yili, half of our lives we've spent together, now it's time to part our ways. The rest of our lives is a long journey, still I shall be there for you as family. "
13054,他妈了个巴子的 
13055,爱个屁，你那叫爱能做出的事吗 
13056,马伊琍值得更好的！！！！！虽然爱情无对错，但是对于抛弃自己怀孕🤰的老婆以及几岁的孩子去和别的女人共度良宵的男人是最可耻的！！！！马伊琍这几年用行动在告诉你，女人👩是如此的强大…………尤其是被伤过的女人👩……………………从此对你无感 
13057,最负责任的一对 余生各自安好 
13058,@AAA花旦王怡力: 好不希望你们两个分开啊莫名的难受 
13059,毕竟还年轻 继续玩玩吧 
13060,奋斗 
13061,一直很喜欢你，就因那件事后，特别心痛我马司令，后来你们没事，我衷心的祝福。但再努力也回不到开头，一别两宽更明智，愿你们各自安好！从新找到属于自己的幸福吧！ 
13062,希望你们未来都有最合适的人陪伴 
13063,只赏其作 
13064,怎么守？？？喜欢的人看一眼还是想拥有啊@文章同學 
13065,虽然当年犯了错，但这些年文章和马伊琍也不容易。兄弟，好好努力，喜欢你的演技。 
13066,终究是分开了，难再圆 
13067,啊啊啊 
13068,剃刀边缘 
13069,破镜难重圆，珍惜眼前人 
13070,愿以后的日子里好好去爱应该爱的人吧 
13071,愿你一切都好 
13072,终于…… 
13073,我就是来蹭蹭热度 
13074,往后各生欢喜 
13075,加油！ 
13076,这对你们彼此可能是最好的出路，好好对孩子吧。 
13077,好不希望你们两个分开啊莫名的难受 
13078,转发微博 
13079,我真的超喜欢你们一对的啊！ 
13080,还是离了 
13081,或许这样才可以缓解你的心理压力吧，期待早日看到那阳光乐观正能量的你 
13082,哎… 
13083,什么是爱情？ 
13084,她会遇到更好的 
13085,还是繁体字，好烦 
13086,努力过，终究还是 
13087,华为或成为最终赢家！@华为中国 
13088,为了孩子勉强在一起好几年 你们也该好好过自己的生活了 
13089,且行且珍惜 
13090,莫名难受 
13091,看到这样的消息很难过，风风雨雨一起走过，怎么能舍下彼此，事已至此，还是祝福你们吧，愿你们各自安好！ 
13092,可惜、心酸 
13093,终究还是离了 
13094,估计抢不到头条了 
13095,希望有一天我也能像那个心灰意冷的女人一样洒脱的离开，彼此放过！ 
13096,有些伤感 
13097, 
13098,希望你们都能幸福 
13099,老铁 该好好拍戏了 实在是没电视剧看 
13100,希望大家都会被这个世界温柔相待。而不是倾心付出却一无所获。 
13101,回复@电動马达哟:@木年锦时 
13102,不喜欢你了文章同学！ 
13103,唉 
13104,兰因絮果，令人唏嘘！！！ 
13105,太不容易了，最难的时候都熬过来了，最终。。。好难过！！！ 
13106,娱乐圈啊连结婚都是在娱乐 
13107,各自安好 ，各生欢喜…… 
13108,我什么都不管，只知道你演的眼影和电视剧很好看 
13109,挺喜欢你的，雪豹注意上你！裸婚时代！爱情本来就很脆弱！能做到彩旗飘飘红旗不倒就很难了！邓超孙俪不知道什么时候！ 
13110,如花美眷，也敌不过似水流年； 心若磐石，也敌不过过眼云烟。 世间有太少的相濡以沫，太多的相忘于江湖。 曾经深深爱过的一些人，把朝朝暮暮当作天长地久，把缱绻一时当做深爱一世。其实围城中的人都是欲火焚身！ 
13111,回复@goodvibesonly0802:哈哈哈 
13112,以前我挺喜欢你，后来也不讨厌你，望以后各自安好 
13113,你不要我的女神我要她 
13114,我觉得很能理解你的决定，这么多年，一定是真的走到了无法再携手的地步，才会选择放手，愿余生都能顺心遂意 
13115,回复@一隻香蕉牛奶:我和我的祖国，一刻也不能分割 
13116,哥，你这样对你当年深爱的并不顾一切追求的女人，不是大哥该做的啊。 
13117,回复@儒雅mata川:本人态度恶劣 
13118,破镜不能重圆 
13119,再不能给予她幸福，就放任让她去寻找幸福，这一点，你做得不错，相互成全 
13120,回复@电動马达哟:为啥 
13121,你不是说马伊琍是你的骄傲吗？怎么会这样 
13122,回复@一隻香蕉牛奶:删了，我说！ 
13123,好聚好散，没啥的 
13124,文章言
13125,还记得么？上学时期的时候，我们对待爱情的态度就是:有一种爱情叫做文章马伊琍。 
13126,还不如当时就当机立断，伤害了两个人！ 
13127,想多看点你的作品 
13128,各自珍重吧 
13129,搞笑死了  找你结婚是为了亲情守候啊？？？？？？？？ 
13130,回复@一隻香蕉牛奶:可以啊！ 
13131,1 
13132,我怎么感觉他俩这是在华为打广告。 
13133,❤️ 
13134,回复@电動马达哟:说实话当初就不怎么看好他们 文章的性格是大男子主义 而马的性格也是有点大女人 
13135,不管离与不离，她都值得你珍爱！ 
13136,各自安好 
13137,分开很好，感觉也不是很合适，都有成长各自解脱 
13138,依然親情守候。又在随口说说表态了。看你亲情还保多久，估计五个月还能否做到。呸        ​ 
13139,为自己而活 
13140,回复@寻寻觅觅寻_:你别哔哔了 
13141,是我午觉没有睡醒吗，咋啦，这是，我的天啊，疯了 
13142,不能相信 
13143,姚迪在等着你。 她终于可扶正了？ 
13144,婚姻裂痕无法修复，还有多少婚姻值得肯定 
13145,其实，各自放下，才能真正快乐，感觉你这几年也挺憋屈的，该释放自我了 
13146,回复@一隻香蕉牛奶:还有父母亲人朋友 
13147,浓情悔认真，回头皆幻景…… 
13148,吃软饭的小丈夫到最后演的老戏！ 
13149,我的青春 
13150,人们总是在犯错之后才会相信 错的是自己 他们说这就是爱情 试着体会试着忍住眼泪 
13151,各自安好 
13152,加油文章 
13153,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
13154,爽快，只有我觉得离了好吗？在一起相互ge yi还不如离了去追求各自的幸福，加油💪 
13155,各自开心就好 
13156,果然还是裂痕无法修复，人生且行且珍惜， 
13157,吾爱伊琍，真是讽刺，爱她为什么还要伤害她？ 
13158,他们俩是情侣头像吧 
13159,终究你们没有走到最后，感慨呀 
13160,没有对错、各自安好、唯愿、请务必照顾好你的两个女儿 
13161,有多少人是因为马伊琍才开始喜欢文章的。我举手 我就是因为马伊琍而喜欢文章的 
13162,祝福彼此，好聚好散，希望与稀罕并存，散后依然是亲人 
13163,终于还是分了 
13164,还是离了 
13165,吾爱伊琍，讽刺么？ 
13166,恭喜 
13167,回复@一隻香蕉牛奶:我爱中国 
13168,最后一句各生欢喜，我觉得还有那种小女孩子的怨气，女孩子都懂，我觉得那是爱啊，一个女人为你生儿育女啊，文章算个人？ 
13169,不能原谅 
13170,文采 
13171,心疼马伊琍 
13172,马伊琍
13173,婚姻一旦有裂痕，迟早都得分～ 
13174,人生路漫漫，希望你以后有更多的作品。祝你安好！ 
13175,七月伊始，保重身体，做为粉丝，唯有祝福，漫漫长路，依旧陪着你走。 
13176,破镜难圆？ 
13177,我喜欢的爱豆，可惜了这段婚姻，最终还是分了，希望你们余生幸福。 
13178,十四年的感情，最后还是一别两宽各生欢喜 
13179,一张平面白纸被褶皱之后，用任何方法铺平它，但是痕迹永远也抹不去。女人也许表面会原谅你，但是那个痕迹永远会在她心理。看到这个消息心情也很沉重，因为我一直看你事后拍的《陆垚知马利》潜台词『路遥知马力 日久见人心』《剃刀边缘》「许从良」，结果还是…… 
13180,嗯～各自安好 
13181,人生在世，总归还是负了 
13182,蜗居和裸婚时代是我一直以来不敢看第二遍的电视剧。这世上的感情复杂又善变，还是尽量不要碰的好。 
13183,曾经为你注册的微博，喜欢你很多年喜欢你和马司令很多年，但今天看到的消息，却也内心波澜不惊，爱情的确是有保质期的，那就往后余生，各自欢喜吧！ 
13184,最不希望这样 
13185,一别两宽，各自欢喜 
13186,各自安好 
13187,艹 
13188,章哥，这回潇洒了 
13189,谁能科普我一下为什么他的微博和名字都总是用繁体字？ 
13190,各自安好！ 
13191,以身相许，最后放她一人，你对不起她！ 
13192,愿你们今后各自安好，未来依旧美好 
13193,还是很难过 
13194,这段话太牛了//@一隻香蕉牛奶:宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
13195,这么多年1都过来了 再坚持一下也许就是一生 太遗憾了 愿彼此未来都好 
13196,顺其自然！ 
13197,貌合神离不如分开 各自欢喜彼此成全 
13198,孩子可怜且无辜 
13199,吾爱个屁 
13200,祝好 
13201,回复@一隻香蕉牛奶:中央特约评论员 
13202,反正我喜欢文章 
13203,各自安好，做好自己，永远都支持你… 
13204,好难过 
13205,往后余生 好好生活 慢慢相遇 
13206,好了，最终还是离了，多遗憾，多遗憾，但感情的事情谁又说得清楚，亲情守候，大概就是你的两个女儿了吧，，也是，，希望你俩以后都可以好好的发展，感情没了，还有亲情，别撕，别数落，两个人都要好好的 
13207,看到推送都有点想哭，不管什么原因，祝福你们两个未来的日子开开心心吧，永远支持，两个都是我很喜欢的演员 
13208,愿各自安好吧！ 
13209,我尼玛好难受呀 
13210,诶，好可惜 
13211,哦 
13212,俄 
13213,可惜了，太喜欢你俩了，现在你俩虽不能继续在一起生活，但是希望你能爱护保护好两个孩子 
13214,心疼伊利 
13215,…… 
13216,只是很好奇事情出了以后还能撑那么久，最后结果还是离 
13217,艾 
13218,这是给华为打广告？ 
13219,说是原谅了，最后还是分开了，一段感情中出现裂痕是回复不到破镜重圆的 
13220, 
13221,我的前半生 
13222,太好了＼(^▽^)／！ 
13223,有些事情没有道理可讲的，你永远是我心中的男一号 
13224,既然不爱了 就不必再互相折磨 相忘于江湖不是更好吗 
13225,难过。 
13226,卧槽？？？ 好震撼 
13227,恋爱容易，婚姻不易！且行且珍惜 
13228,终于明白为什么那么多人选择不结婚，他们已经不相信爱情了 
13229,世界上没有不散的宴席 
13230,加油 
13231,勿悲共勉 
13232,祝你们各自安好……希望你可以再出来拍戏👍 
13233,哎 
13234,加油 
13235,小三要上位了？ 
13236,各自安好 ，加油，多演戏吧，无限期待中 
13237,回复@goodvibesonly0802:哈哈哈哈哈哈 
13238,心疼马伊琍，你那句你这辈子最牛的是你的女人叫马伊琍呢？ 
13239,哎，可惜了 
13240,应该早就离了 
13241,这个盘我来接，不知道有没有这个机会 
13242,所谓爱情 
13243,最喜欢你演的电视剧，演技好，又有才，希望你俩以后都好@文章同學 
13244,回复@张芮菡balabala:谁啊？ 
13245,你俩这文案都是顶配啊 
13246,唉 
13247,天赋不应从此泯灭消沉  加油！ 
13248,终究还是离了，有缝隙，难重圆 
13249,“且行且珍惜”还是没留住！一个家庭👪还是没了 
13250,唉……曾经你也是红及一时 
13251,我以为早离了。。 
13252,呵呵 
13253,好突然 
13254,回复@一隻香蕉牛奶:优秀，阁下是党员 
13255,为什么 为什么 为什么 为什么 为什么 为什么 为什么 为什么为什么  为什么 为什么 为什么 为什么 为什么 @文章同學 从开始到现在一直都喜欢你 也喜欢马伊琍 我每次看到你们的照片我就特别高兴 记得那时候看小爸爸 买了好多你们穿的同款衣服！不做爱人做亲人 还是希望你们俩都能过的好 祝福@文章同學 
13256,虽然我发的留言 您一个大名人也不会看。我只想说 你错过马伊琍 是您最大的遗憾   唔不知你是还未成熟吗 
13257, 
13258,细节打败爱情。余生亲情相待。 
13259,各自珍重。。余生还很漫长 
13260,what！！！！ 
13261,回复@AaronXie-阳:暴躁老哥，在线几把 
13262,加油！！！ 
13263,惋惜 
13264,华为赢了 
13265,各自安好，且行且珍惜！ 
13266,是要去和姚迪复合吗 
13267,@文章同學 离了就离了，你该有你的幸福！看好你！余生还长。你会有真爱幸福的！ 
13268,回复@2013柚子:您几岁了？你现在当键盘侠用的手机用的网穿的衣服吃的饭，哪样和国家没关系。单说您现在发的汉子，就是国家的象征。 
13269,世事难料，遵从内心吧，在一起如果真的不开心没有必要将就，各自安好 
13270,感觉一手好牌被打烂了 
13271,离了婚的女人不好过 
13272,回复@goodvibesonly0802:魔鬼 
13273,西安小伙子加油 
13274,破镜难重圆！ 
13275,你还我的眼泪，曾经为你们破镜重圆泪奔，如今又为你们的各自安好流泪 
13276,回复@电動马达哟:依然亲情守候 
13277,原来网上的传言是真的 
13278,唉，我的青春啊 
13279,谢谢你 放过马伊琍 
13280,放过彼此，亲情永存！ 
13281,你大爷的！ 
13282,哎。马伊琍真的是不错的人。可惜了；你们可以拥有更好的未来才对。惋惜； 
13283,为啥离了啊？ 
13284,祝各自安好～ 
13285,最终还是分开了，不敢相信 
13286,人到中年，一定不要试图去寻找那些不属于你的爱，你触碰了不属于你的爱，现实一定会狠狠的教训你。忠于你的家庭，忠于你的婚姻，这才是你最应该做的。 
13287,纸破了即便修复好也会有痕迹 
13288,曾经的誓言，现在看不过是个笑话 
13289,这个世界唯一不变的就是，每个人都在变，祝福你两，往后余生各自都越来越好！ 
13290,祝愿每一个可爱的人都能幸福 
13291,为什么好难过。。。 
13292,哎 
13293,加油 文森 
13294,好难过 
13295,哎 
13296,我还在等《剃刀边缘》第二部呢，怎么就离了不管怎样，他，她都是我最爱的演员。各自安好 
13297,理解，各自安好。 
13298,我喜欢的俩演员啊，以为你俩真的能且行且珍惜相伴一生，谁知今天一别两宽了 
13299,祝安好 
13300,最无辜的是两个孩子，好好对他们吧～ 
13301,都要幸福就好 
13302,这几年都是装出来的幸福？ 
13303,回复@黄老板诶:心疼个p 
13304,未来的路还很长都好好的吧 
13305,各自安好 
13306,你要去找姚迪吗？ 
13307,吾爱 
13308,快快复出拍戏吧 
13309,余生各自安好 
13310,回复@雲中白鹤cry:但是戏子的确起到了负面的东西 最无辜的还是两个孩子 
13311,我在吃瓜，不过真的希望文章好好的 
13312,我能说句活该吗，以后也不会好到哪的 
13313,好难过，要幸福哦！ 
13314,往后余生，各自安好！心里很喜欢你，即使你曾经错了，但还是很喜欢，祝福你以后会越来越好 
13315,心疼 
13316,哥依然支持你期待新作品 
13317,还喜欢看你演戏 
13318,想看你像以前一样演的好作品 
13319,也许放弃，才能靠近你。 
13320,乡党路过……此刻我只是个吃瓜群众 
13321,回复@Isywer-:是真的诶 
13322,回复@zzzrry_:我也是，好难过 
13323,心里始终有一根刺 
13324,一别两欢，各生欢喜 
13325,加油，好好演戏吧，希望可以重新走出来。 
13326,可惜了 
13327,且行且珍惜 
13328,望两相安好 
13329,//@鸡老板_-:刘易阳...虽然这么说有点过分，但是一度期待你能跟童佳倩在一起 
13330,且行且珍惜 
13331,不管你的私生活如何  请你回来拯救一下电视剧圈吧！ 
13332,唉 
13333,愿你们余生都有各自的幸福 
13334,过程告诉我们，我们应该给爱人一次机会；结果告诉我们，不是所有人都值得给机会 
13335,好难过 
13336,我的天不敢相信 
13337,没有爱的两个人真的是努力了最后也还是不能在一起。 
13338,哎。 
13339,好吧好吧好吧 
13340,你太作了…… 
13341,我关心两个孩子归谁？ 
13342,哎，你俩都是实力演员，祝以后越来越好。或许分开会过得轻松些，但你真的对不起他 
13343,文章 这就是你不对啊 
13344,感觉你还爱马伊琍啊 
13345,能说两句吗 
13346,男人会犯错，也可以被原谅，但终究回不去，以后的路，好好走下去吧 
13347,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
13348,刘易阳...虽然这么说有点过分，但是一度期待你能跟童佳倩在一起 
13349,这个结局最好，不然永远抬不起头，重新开始。 
13350,娱乐圈的爱情真是难搞哦 
13351,遗憾 
13352,很喜欢你，不知道什么时候你才能像以前那样辉煌 
13353,喜欢你文章哥哥 
13354,我昨天才复看的裸婚时代 
13355,愿你们有良人相伴余生 
13356,还是会留疤，哎 
13357,余生漫漫 我永远都在 
13358,永远忘不了当年的周一见 
13359,回复@goodvibesonly0802:你是魔鬼吗 
13360,一别两宽，各生欢喜。 
13361,也许慢慢都活明白了 
13362,       你我深爱过，努力过，彼此成就过。此情有憾，然无对错。往后，各生欢喜。 ​——马伊琍 
13363,加油，演员文章。 
13364,回复@M酷酷的博:@M酷酷的博
13365,我最喜欢你们两位，看到这个消息我💔💔，不过想想这可能是最好的选择 
13366,@sh600887伊利股份 
13367,为什么不能好好的呢 
13368,唉 
13369,根本原因就是有钱惹的祸。谁也不怕谁，反正有钱。 
13370,我终于有机会了，我来了我的小马 
13371,心疼两个孩子 
13372,… 
13373,希望仍然深爱并陪伴你们的女儿们，亲爹是无法替代的，祝各自安好 
13374,分开了也还是喜欢你们  支持你们！以后加油！文章同学  赞赏你的演技！ 
13375,感觉好可惜！ 
13376,沙雕，关大家屁事，公布个锤子，还说的道貌岸然 
13377,卧槽！ 
13378,带写嘛。都是繁体字 
13379,破镜难重圆，终究逃不过时间 
13380,安好 
13381,感觉刘强东也快了 
13382,看到想哭 
13383,太可惜了，走过了这么久，还是分开了，以后你们要各自幸福，各自加油 
13384,各自安好 
13385,当年的辜负，有了今天的一幕，或许分开这是当下最好的样子 
13386,别别别，出门左转就可以了，到这份儿上了，还谈什么爱不爱 
13387,因为你心碎了一个地球 
13388,心里感觉这么不得劲儿呢 
13389,算是终于各自解脱了吧，各生欢喜并非不是对余生更好的选择。 
13390,你爱啥爱呀， 
13391,唉 
13392,回复@电動马达哟:看评论不自觉的起鸡皮疙瘩，各自安好吧！ 
13393,今后加油 
13394,各自祝福。 
13395,一旦出了事情就是无休止的争吵 所以难走下去也是意料之中 
13396,离开也许比勉强在一起是更好的归宿，明星也是人，毕竟不是每一对夫妻都是那么合适 
13397,好聚好散 各自安好 
13398,永远支持文章！ 
13399,华为出多少广告费，我小米出双倍！！！ 
13400,加油 
13401,好好的重新开始吧 
13402,你有负家庭！ 
13403,回复@电動马达哟:好心塞 
13404,不合适的人 终究会走散… 
13405,说话都能正常点不？离个婚不是说相声就是对对联！ 
13406,希望以后你能多拍电视 很喜欢看你的作品  觉得好几年都没看到你的作品啦 
13407,凑合的婚姻终究不行，早知现在何必当初拖那么久 
13408,回复@有梦想谁都了不起2000:中国人口十几亿，他在不在都 不浪费 。对劣迹艺人零容忍 才是最在意的 
13409,回复@电動马达哟:挺喜欢马伊琍的，有智慧，又大方的女人！ 
13410,破镜难圆 
13411,最看好的你们还是分手了 
13412,且行且珍惜？？？？ 
13413,各自安好 
13414, 
13415,想知道佟丽娅什么时候宣布 
13416,也许是你的大女人情怀，逼退了一个大男人爱你到老的决心，婚姻不是一个人的事，你也该反省自己！ 
13417,也算是各自解脱不用继续装幸福了…… 
13418,呜呜呜呜呜呜呜呜呜 
13419,大哥风流 
13420,？？？！！！我意难平！ 
13421,唉 
13422,各自安好马伊琍文章 
13423,一别两宽，各自安好。 
13424,这个伤疤你要铭记一辈子啊，文章，以后绝不能堕落，闲鱼尚可翻身 
13425,回复@一隻香蕉牛奶:赞 
13426,很喜欢的两个演员。各自安好。祝福你们。你们都比我们能看到的强大很多。 
13427,回复@一隻香蕉牛奶:还有父母 
13428,都是人生宝贵的经历，无所谓输赢对错，依旧是彼此最要照顾的亲人 
13429,各自安好吧…… 
13430,支持伊俐 
13431,谁能告诉我 谁的错 
13432,华为成为了最大的赢家 
13433,写的好像很爱马伊琍一样，都是给自己洗白的，爱她就要保护她 
13434,你不会又跟姚三凑到一块去了吧？ 
13435,各自安好吧 
13436,。。。 
13437,老大 希望你好好的 
13438,为什么我想哭  文章我一直支持你的 
13439,各自安好。 
13440,x^2=-1 
13441,爱情里没有对与错！分开也会遇到更好的！ 各自安好 爱过就别恨… 
13442,喜欢就是放肆，但爱就是克制。白头偕老，终是困难。往后余生，也不将就。彼此爱过，离别祝好。-------我喜欢的演员都有毒，或者是我有毒。 
13443,快去找那个你心里装着的人，加油 
13444,感情有了伤疤，就很难愈合     祝往后各自安好！ 
13445,还是离了，各自安好 
13446,他俩还是情头 
13447,加油！ 
13448,破镜不能重圆 
13449,只想说。离得好。 
13450,一别两宽的是她，各自欢喜的是你。 
13451,马伊琍
13452,各自安好，祝你们幸福 
13453,感觉不相信爱情了，好聚好散吧 
13454,一别两生，各自欢喜 
13455,彼此放过 
13456,是你负了她，马伊琍作为妻子作为母亲，绝对是合格的@文章同學 
13457,图片评论 ¡评论配图 
13458,破镜难重圆 
13459,文哥不易且珍惜啊 
13460,我的朋友圈都跟着爆了 
13461,男人都是大猪蹄子@文章同學 
13462,心疼 
13463,祝福 
13464,依旧喜欢你 
13465,一别两宽 各生欢喜 
13466,才发布消息一小时，全网都爆了！！！ 
13467,一步走错，回不了头 
13468,希望你们各自安好❤️出来演戏吧哥！ 
13469,感谢你 
13470,怎么会这样？？为了孩子也应该好好的？ 
13471,可惜了 
13472,华为要爆火了，我们的国货 
13473,加油 
13474,好聚好散 
13475,文章兄弟，我更看好你，喜欢你的演技 
13476,马司令值得更好的男人 
13477,各自安好吧 
13478,回复@洪小说958:雪豹有2？ 
13479,华为成为了最爱赢家 
13480,回复@goodvibesonly0802:与众不同啊秀儿 
13481,文章也不差..各自安好就行呗..就是孩子比较郁闷. 
13482,吾爱？早干嘛了，说这话的时候想想你当初的错事 
13483,因为爱❤️走在一起，本以为可以相守一生，但最后还是成为平行线，你所谓的守候的亲情无非是你们之前还有孩子做纽带，她永远是你们孩子的妈妈👩，当初另多少人幸福看好，最后为什么过成这样的结局，真是自己承担自己的后果！但是最无辜的还是孩子，从此孩子再也无法在一个健全的家庭里成长！ 
13484,看到你们散了，我哭了，曾经的你们是我的榜样……我没有了坚持的勇气 
13485,终于离了解放我的伊利姐姐 
13486, 
13487,接受不了！！！ 
13488,文章同学，别的不说，希望你尽快有新作出来，永远支持你🙋 
13489,望复婚！望复燃！ 
13490,一别两宽，各生欢喜。 
13491,唉 
13492,唉 
13493,@北京兰亭文化园
13494,这个夏天火气比较大 
13495,和好不如初 
13496,也好，都好 
13497,破镜终难成圆 
13498,好难过呀，玩微博第一个关注的人就是你，一直希望你们能在一起 
13499,一别两宽各生欢喜 
13500,支持 勉强在一起更累 
13501,我觉得挺可惜的。祝各自安好 
13502,没有爱了 
13503,华为或成为最大赢家  好聚好散 ¡评论配图 
13504,活明白了 
13505,       你我深爱过，努力过，彼此成就过。此情有憾，然无对错。往后，各生欢喜。 ​​​ 
13506,只有我心疼文章吗？祝愿今后好。❤ 
13507,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
13508,感觉姚迪马上要上热搜了...哎 
13509,好好出来拍电视剧吧评论都发不出 
13510,余生都要好好的 
13511,女人太强势也不好，强势的女人在感情方面也不会太幸福！各自安好吧 
13512,哥，在这件事儿上我觉得无论是小贝亦或是刘易阳，甚至是于果向南他们一定不会觉得这么做是对的。您的家事，我们无权打扰，可是真心希望你们能亲情守候，爱情依旧。加油！ 
13513,这么多年的感情，说放手就放手，觉得好可惜，以前很看好你们夫妻俩的 
13514,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
13515,感觉姚迪马上要上热搜了...哎 
13516,好好出来拍电视剧吧评论都发不出 
13517,余生都要好好的 
13518,女人太强势也不好，强势的女人在感情方面也不会太幸福！各自安好吧 
13519,哥，在这件事儿上我觉得无论是小贝亦或是刘易阳，甚至是于果向南他们一定不会觉得这么做是对的。您的家事，我们无权打扰，可是真心希望你们能亲情守候，爱情依旧。加油！ 
13520,这么多年的感情，说放手就放手，觉得好可惜，以前很看好你们夫妻俩的 
13521,且行且珍惜  都是空谈  
13522,都在一起11年了为什么不能好好过。还是很喜欢你们两个 
13523,回复@Zz张小佳Zz:碎屏险可以 
13524,希望用好剧来汇报我们粉丝吧 
13525,这是干嘛！妈呀 
13526,为什么 爱情就是这样 
13527,好好演戏，好好生活，加油！ 
13528,回复@木子尘925:你让一个戏子教你爱情？ 
13529,各自安好吧！ 
13530,彼此各自安好，一切都是最好的安排 
13531, 
13532,早该离了 期待你的作品 一直喜欢你。 
13533,还是很遗憾 
13534,可惜了！还是分了 
13535,有多少惋惜的，有多少难过的 
13536,好好的 
13537,回复@卜菜故事:与其整天八卦来八卦去不如趁早一刀两断403666186 
13538,文老师加油 
13539,文章在我这，永远的男一号 
13540,回复@一隻香蕉牛奶:各自安好便好，都不容易，感情本不是三言两语说得清的。 
13541,不同意好吗！怎么就离了，相信也是一番斗争以后，还是喜欢你 文章同学 
13542,单身一辈子吧 
13543, 
13544,加油，早日走出来。 
13545,还是散了 
13546,祝你永远臭下去 
13547,@文章同學 最痛的是你的两个可爱的孩子，做父母的应该好好做人 
13548, 
13549,为什么？ 
13550,开心死了 
13551,挺好的，各自安好！ 
13552,好聚好散 
13553,夏琳  向南 
13554,终究还是离了 
13555,望你回归，有更好的作品呈现。 
13556,不知说啥好了 
13557,希望你一直加油，你们两个都是我喜欢的演员，祝幸福！ 
13558,彼此分开，依旧祝福。 
13559,回复@一隻香蕉牛奶:牛逼克拉斯 
13560,我也不知道为啥，虽然知道你犯错了对不起马司令，但总觉得遗憾，可能鬼迷了心窍了 
13561,为什么？？？ 
13562,再也不相信爱情了 
13563,要是还跟yd在一起，那就别混圈了，真的 
13564,男人的嘴，骗人的鬼 
13565,我女神啊 
13566,我要看 《裸婚时代》2 
13567,每个人的生活都不是平坦的，既然已经如此，那就各自安好，只要曾经的美好别忘记就好！开始新生活吧！ 
13568,女神。。希望你只是难过过 
13569,以后都要幸福就好 
13570,各自安好 希望你俩能给我们带来更多优秀的作品 生活是自己的 作品是大家的 家事你们决定就好 不用在意外人眼光 
13571,文章不是最棒的演员，是人孰能无错，坚信你在未来的道路上越来越好！ 
13572,为什么要这样？最不想看到的结果还是出现了，希望各自安好。 
13573,对你无语，各自安好吧 
13574,啊 
13575,一别两宽 各自安好 
13576,好聚好散，希望还能看你好好演戏 
13577,马伊琍哪点对你不好了 
13578,就只是还想再看一遍奋斗，再回到十年前的夏天 
13579,真的要一别两宽才好，不要过两天开撕。毕竟夫妻一场，还有孩子，文章演戏很好的，以后用心做吧！不管你演还是你导，我依然喜欢你！ 
13580,真的好希望你跟童佳倩在一起 
13581,垃圾 
13582,你果然还是爱迪迪 
13583,?? 不是都过去了吗 现在不过的好好的吗 咋又离了呢 
13584,个 
13585,呸 
